Sample,Elapsed (s),Write Speed (MB/s)
1351,695.413,91.57
1352,695.924,109.72
1353,696.485,92.68
1354,697.017,97.66
1355,697.536,92.48
1356,698.041,95.02
1357,698.554,109.34
1358,699.080,106.32
1359,699.591,101.77
1360,700.114,160.72
1361,700.620,150.14
1362,701.140,153.86
1363,701.667,151.82
1364,702.174,157.78
1365,702.702,128.85
1366,703.231,98.27
1367,703.750,92.56
1368,704.273,91.76
1369,704.785,101.41
1370,705.295,102.02
1371,705.802,94.74
1372,706.335,105.10
1373,706.835,111.89
1374,707.337,95.62
1375,707.853,108.51
1376,708.371,108.21
1377,708.910,96.50
1378,709.435,106.55
1379,709.957,99.70
1380,710.497,88.82
1381,711.017,100.05
1382,711.536,100.20
1383,712.039,142.95
1384,712.557,146.88
1385,713.057,151.83
1386,713.564,157.94
1387,714.073,149.41
1388,714.582,141.47
1389,715.107,91.41
1390,715.645,104.11
1391,716.187,103.30
1392,716.703,85.17
1393,717.218,108.74
1394,717.739,107.47
1395,718.252,101.45
1396,718.773,107.53
1397,719.276,103.42
1398,719.797,122.80
1399,720.300,166.96
1400,720.819,146.30
1401,721.342,153.18
1402,721.850,141.60
1403,722.373,145.26
1404,722.875,111.54
1405,723.383,94.50
1406,723.903,100.08
1407,724.412,102.18
1408,724.941,105.92
1409,725.441,103.92
1410,725.946,158.32
1411,726.447,151.68
1412,726.956,110.12
1413,727.479,99.33
1414,728.002,91.78
1415,728.523,107.60
1416,729.053,98.01
1417,729.561,86.74
1418,730.074,101.20
1419,730.609,97.34
1420,731.139,98.02
1421,731.648,117.83
1422,732.151,151.07
1423,732.660,149.50
1424,733.165,102.92
1425,733.701,89.61
1426,734.218,108.24
1427,734.745,106.28
1428,735.271,98.86
1429,735.782,133.04
1430,736.293,140.93
1431,736.806,155.83
1432,737.319,148.35
1433,737.830,164.33
1434,738.340,156.80
1435,738.858,162.06
1436,739.362,151.03
1437,739.882,161.50
1438,740.409,136.54
1439,740.914,110.85
1440,741.430,92.98
1441,741.968,96.67
1442,742.470,103.67
1443,743.000,98.08
1444,743.522,107.35
1445,744.036,155.52
1446,744.540,150.80
1447,745.054,101.23
1448,745.576,99.50
1449,746.089,101.42
1450,746.603,101.17
1451,747.104,87.83
1452,747.610,102.75
1453,748.114,95.37
1454,748.618,87.30
1455,749.130,101.42
1456,749.646,116.46
1457,750.165,146.21
1458,750.686,138.27
1459,751.211,99.09
1460,751.727,100.73
1461,752.263,97.10
1462,752.778,100.92
1463,753.292,108.98
1464,753.835,132.54
1465,754.349,147.80
1466,754.852,119.38
1467,755.374,99.49
1468,755.875,103.87
1469,756.386,109.66
1470,756.913,98.68
1471,757.418,110.91
1472,757.994,97.22
1473,758.525,105.45
1474,759.045,107.63
1475,759.556,93.94
1476,760.087,105.44
1477,760.589,103.66
1478,761.116,98.56
1479,761.635,115.70
1480,762.136,135.66
1481,762.658,153.32
1482,763.166,157.51
1483,763.679,171.31
1484,764.183,158.96
1485,764.687,158.64
1486,765.192,150.57
1487,765.699,157.58
1488,766.200,151.91
1489,766.727,136.52
1490,767.256,90.70
1491,767.775,100.20
1492,768.296,107.54
1493,768.838,95.88
1494,769.352,109.03
1495,769.863,109.66
1496,770.382,92.42
1497,770.914,97.83
1498,771.425,109.53
1499,771.943,100.41
1500,772.464,107.46
1501,772.975,101.69
1502,773.502,83.53
1503,774.009,102.65
1504,774.580,98.01
1505,775.104,106.95
1506,775.618,116.57
1507,776.131,163.66
1508,776.634,151.29
1509,777.172,96.66
1510,777.702,105.62
1511,778.214,101.59
1512,778.725,93.88
1513,779.236,101.86
1514,779.749,124.67
1515,780.277,151.62
1516,780.799,137.78
1517,781.310,164.35
1518,781.821,164.37
1519,782.338,162.56
1520,782.848,125.55
1521,783.377,98.33
1522,783.902,98.97
1523,784.403,103.71
1524,784.905,87.73
1525,785.418,101.44
1526,785.918,95.92
1527,786.426,86.60
1528,786.943,92.81
1529,787.480,96.95
1530,788.000,92.26
1531,788.520,99.90
1532,789.041,99.82
1533,789.552,93.99
1534,790.072,146.11
1535,790.589,139.24
1536,791.105,155.28
1537,791.605,151.88
1538,792.113,149.57
1539,792.641,128.79
1540,793.149,102.46
1541,793.657,110.24
1542,794.170,93.48
1543,794.683,101.30
1544,795.208,106.80
1545,795.740,97.73
1546,796.244,111.01
1547,796.760,100.88
1548,797.281,92.04
1549,797.799,131.41
1550,798.307,149.43
1551,798.822,116.55
1552,799.335,101.48
1553,799.866,82.81
1554,800.377,93.91
1555,800.883,110.65
1556,801.411,98.46
1557,801.919,149.66
1558,802.429,149.06
1559,802.947,115.91
1560,803.463,100.74
1561,803.973,93.98
1562,804.489,100.89
1563,804.989,95.98
1564,805.521,97.80
1565,806.023,95.48
1566,806.547,99.23
1567,807.064,85.15
1568,807.574,101.89
1569,808.105,105.59
1570,808.636,97.91
1571,809.142,102.68
1572,809.668,114.20
1573,810.173,150.44
1574,810.676,143.02
1575,811.189,148.16
1576,811.692,151.06
1577,812.216,145.03
1578,812.738,145.77
1579,813.238,152.00
1580,813.746,157.31
1581,814.260,171.29
1582,814.767,149.86
1583,815.284,162.65
1584,815.791,149.74
1585,816.319,151.50
1586,816.824,118.84
1587,817.340,100.75
1588,817.860,100.09
1589,818.366,94.75
1590,818.871,103.04
1591,819.378,110.54
1592,819.889,140.91
1593,820.395,165.90
1594,820.925,105.72
1595,821.439,108.83
1596,821.966,106.39
1597,822.488,99.55
1598,822.998,109.88
1599,823.506,102.38
1600,824.033,91.04
1601,824.541,102.40
1602,825.053,101.54
1603,825.575,99.50
1604,826.081,102.92
1605,826.604,106.90
1606,827.141,96.90
1607,827.660,107.80
1608,828.178,92.78
1609,828.696,100.33
1610,829.228,97.80
1611,829.752,99.17
1612,830.280,106.11
1613,830.788,102.42
1614,831.297,94.21
1615,831.816,92.47
1616,832.343,106.25
1617,832.847,103.33
1618,833.350,103.38
1619,833.860,148.97
1620,834.368,157.37
1621,834.869,127.81
1622,835.370,95.76
1623,835.915,102.71
1624,836.435,107.83
1625,836.950,93.17
1626,837.450,103.92
1627,837.957,150.10
1628,838.457,143.78
1629,838.979,99.76
1630,839.485,102.67
1631,839.994,109.91
1632,840.513,100.20
1633,841.014,111.90
1634,841.542,106.01
1635,842.068,98.89
1636,842.578,101.89
1637,843.089,101.82
1638,843.607,100.44
1639,844.127,107.65
1640,844.637,102.05
1641,845.141,95.12
1642,845.662,115.29
1643,846.175,155.89
1644,846.683,157.43
1645,847.200,154.84
1646,847.700,159.72
1647,848.245,139.51
1648,848.750,166.27
1649,849.266,155.04
1650,849.767,159.71
1651,850.268,143.70
1652,850.776,157.56
1653,851.287,156.49
1654,851.804,162.65
1655,852.329,152.28
1656,852.830,167.84
1657,853.341,156.52
1658,853.848,157.65
1659,854.353,150.50
1660,854.869,116.36
1661,855.386,92.79
1662,855.889,95.35
1663,856.391,103.69
1664,856.896,102.90
1665,857.415,107.89
1666,857.924,149.40
1667,858.428,166.67
1668,858.958,113.26
1669,859.501,95.77
1670,860.025,106.76
1671,860.565,96.28
1672,861.069,103.22
1673,861.578,110.10
1674,862.088,149.11
1675,862.598,148.75
1676,863.112,93.40
1677,863.640,106.13
1678,864.148,102.40
1679,864.677,98.25
1680,865.207,98.18
1681,865.715,110.28
1682,866.221,165.79
1683,866.736,132.18
1684,867.245,94.29
1685,867.747,103.57
1686,868.270,107.09
1687,868.786,93.03
1688,869.305,107.76
1689,869.818,109.36
1690,870.323,102.78
1691,870.848,106.85
1692,871.369,107.34
1693,871.907,96.66
1694,872.430,107.04
1695,872.953,99.47
1696,873.480,106.37
1697,873.994,155.47
1698,874.506,156.35
1699,875.027,99.84
1700,875.565,89.25
1701,876.086,99.72
1702,876.598,109.35
1703,877.120,99.73
1704,877.640,107.62
1705,878.157,108.25
1706,878.674,100.57
1707,879.204,105.70
1708,879.726,122.53
1709,880.232,166.18
1710,880.737,150.33
1711,881.263,152.34
1712,881.788,152.38
1713,882.316,159.07
1714,882.857,110.85
1715,883.360,103.36
1716,883.883,107.08
1717,884.384,95.85
1718,884.914,98.00
1719,885.438,106.98
1720,885.957,92.54
1721,886.483,106.32
1722,886.994,101.81
1723,887.511,92.78
1724,888.018,102.58
1725,888.527,102.27
1726,889.052,99.06
1727,889.558,110.67
1728,890.073,162.87
1729,890.604,150.81
1730,891.119,108.63
1731,891.660,96.20
1732,892.180,107.73
1733,892.714,97.42
1734,893.237,107.03
1735,893.747,125.39
1736,894.274,144.37
1737,894.819,117.40
1738,895.321,103.50
1739,895.847,106.53
1740,896.350,111.23
1741,896.864,101.17
1742,897.387,107.17
1743,897.914,144.12
1744,898.431,154.82
1745,898.932,119.84
1746,899.453,99.75
1747,899.970,108.35
1748,900.470,95.95
1749,901.012,95.95
1750,901.520,102.27
1751,902.089,98.54
1752,902.615,106.39
1753,903.136,107.58
1754,903.643,94.68
1755,904.155,109.33
1756,904.665,101.82
1757,905.213,87.61
1758,905.730,108.30
1759,906.238,102.40
1760,906.740,95.60
1761,907.251,101.78
1762,907.813,92.58
1763,908.358,95.31
1764,908.877,108.06
1765,909.398,99.78
1766,909.907,102.21
1767,910.413,102.67
1768,910.933,107.77
1769,911.447,93.31
1770,911.980,97.66
1771,912.511,105.32
1772,913.038,98.70
1773,913.547,94.35
1774,914.058,109.65
1775,914.560,87.51
1776,915.062,103.58
1777,915.564,103.59
1778,916.081,131.68
1779,916.600,161.88
1780,917.109,164.82
1781,917.629,161.63
1782,918.133,166.62
1783,918.673,133.40
1784,919.175,103.55
1785,919.700,106.73
1786,920.218,92.56
1787,920.745,98.78
1788,921.249,95.11
1789,921.755,87.08
1790,922.259,103.08
1791,922.788,98.36
1792,923.315,98.62
1793,923.828,101.35
1794,924.364,97.12
1795,924.882,92.57
1796,925.409,98.74
1797,925.925,139.46
1798,926.444,154.29
1799,926.967,152.95
1800,927.471,142.68
1801,927.982,148.70
1802,928.493,148.81
1803,929.017,106.99
1804,929.546,98.14
1805,930.060,108.98
1806,930.573,101.39
1807,931.083,101.93
1808,931.627,102.93
1809,932.130,103.40
1810,932.636,94.98
1811,933.155,100.20
1812,933.687,112.76
1813,934.197,156.67
1814,934.781,116.57
1815,935.303,91.92
1816,935.814,109.48
1817,936.334,100.07
1818,936.857,107.11
1819,937.400,110.55
1820,937.902,143.32
1821,938.424,160.95
1822,938.934,156.84
1823,939.438,158.70
1824,939.957,146.52
1825,940.467,156.79
1826,940.971,103.08
1827,941.498,98.70
1828,942.026,106.05
1829,942.554,91.00
1830,943.083,105.88
1831,943.584,103.67
1832,944.117,135.11
1833,944.619,159.41
1834,945.137,92.67
1835,945.647,102.03
1836,946.164,100.51
1837,946.689,83.88
1838,947.208,100.09
1839,947.713,118.80
1840,948.238,160.12
1841,948.821,123.47
1842,949.326,110.80
1843,949.839,101.44
1844,950.352,93.49
1845,950.856,103.16
1846,951.372,100.92
1847,951.890,92.59
1848,952.409,100.13
1849,952.932,99.61
1850,953.454,91.90
1851,953.965,93.88
1852,954.478,93.57
1853,955.048,91.23
1854,955.562,108.95
1855,956.072,109.91
1856,956.598,98.86
1857,957.098,103.82
1858,957.601,111.48
1859,958.105,150.66
1860,958.606,159.76
1861,959.134,143.87
1862,959.658,152.68
1863,960.188,143.44
1864,960.707,131.14
1865,961.214,94.59
1866,961.742,106.06
1867,962.278,97.02
1868,962.812,89.96
1869,963.352,103.66
1870,963.869,139.31
1871,964.369,135.98
1872,964.886,154.60
1873,965.397,148.66
1874,965.908,141.02
1875,966.423,147.50
1876,966.954,158.38
1877,967.466,163.81
1878,967.977,156.53
1879,968.484,165.89
1880,968.988,95.21
1881,969.496,94.55
1882,970.017,99.70
1883,970.535,100.39
1884,971.051,93.05
1885,971.573,107.31
1886,972.084,140.84
1887,972.605,138.34
1888,973.105,151.96
1889,973.617,171.71
1890,974.130,155.98
1891,974.657,159.49
1892,975.173,147.31
1893,975.692,153.98
1894,976.206,147.85
1895,976.722,154.97
1896,977.230,141.80
1897,977.749,154.06
1898,978.256,150.09
1899,978.765,149.29
1900,979.292,151.85
1901,979.809,139.10
1902,980.317,157.65
1903,980.833,154.97
1904,981.346,148.06
1905,981.871,137.17
1906,982.373,159.29
1907,982.892,123.40
1908,983.408,100.73
1909,983.915,110.46
1910,984.427,101.54
1911,984.948,99.82
1912,985.465,100.62
1913,985.993,106.18
1914,986.502,94.16
1915,987.026,99.23
1916,987.530,103.17
1917,988.066,97.11
1918,988.615,101.95
1919,989.135,92.33
1920,989.636,87.84
1921,990.175,111.30
1922,990.697,107.36
1923,991.203,102.67
1924,991.735,105.36
1925,992.246,101.76
1926,992.762,108.46
1927,993.266,111.03
1928,993.776,86.36
1929,994.305,105.72
1930,994.831,106.46
1931,995.346,85.56
1932,995.850,95.16
1933,996.360,94.09
1934,996.868,86.65
1935,997.383,100.96
1936,997.888,103.05
1937,998.421,90.01
1938,998.925,103.09
1939,999.444,100.20
1940,999.957,140.50
1941,1000.473,139.55
1942,1000.988,147.42
1943,1001.493,158.54
1944,1002.041,138.69
1945,1002.571,158.45
1946,1003.092,161.37
1947,1003.609,170.04
1948,1004.126,154.79
1949,1004.650,160.27
1950,1005.169,146.34
1951,1005.670,159.83
1952,1006.171,151.63
1953,1006.681,156.98
1954,1007.193,140.42
1955,1007.699,142.41
1956,1008.205,158.06
1957,1008.713,157.54
1958,1009.235,153.37
1959,1009.760,152.16
1960,1010.266,158.11
1961,1010.774,126.03
1962,1011.308,97.46
1963,1011.825,100.60
1964,1012.382,93.30
1965,1012.899,100.51
1966,1013.402,103.47
1967,1013.910,94.51
1968,1014.432,99.49
1969,1014.946,101.21
1970,1015.452,94.84
1971,1015.979,106.40
1972,1016.493,101.09
1973,1017.015,91.94
1974,1017.552,96.83
1975,1018.079,106.33
1976,1018.609,98.14
1977,1019.127,100.39
1978,1019.672,110.06
1979,1020.194,145.55
1980,1020.720,136.80
1981,1021.228,94.50
1982,1021.738,102.03
1983,1022.275,104.33
1984,1022.801,98.69
1985,1023.312,101.78
1986,1023.817,134.64
1987,1024.337,153.99
1988,1024.853,147.19
1989,1025.357,150.79
1990,1025.858,143.89
1991,1026.388,135.79
1992,1026.917,113.49
1993,1027.425,102.37
1994,1027.949,106.70
1995,1028.482,105.19
1996,1029.010,98.52
1997,1029.534,106.73
1998,1030.078,95.55
1999,1030.592,101.25
2000,1031.102,102.02
2001,1031.609,110.43
2002,1032.113,150.65
2003,1032.627,124.57
2004,1033.158,97.91
2005,1033.676,100.42
2006,1034.190,93.31
2007,1034.714,99.32
2008,1035.226,101.53
2009,1035.741,124.36
2010,1036.263,153.14
2011,1036.767,142.99
2012,1037.286,161.83
2013,1037.803,154.51
2014,1038.315,140.67
2015,1038.844,158.94
2016,1039.360,154.89
2017,1039.862,143.51
2018,1040.371,164.88
2019,1040.882,101.90
2020,1041.407,106.55
2021,1041.914,102.72
2022,1042.434,99.89
2023,1042.964,105.68
2024,1043.495,105.53
2025,1044.012,92.78
2026,1044.524,101.61
2027,1045.048,99.21
2028,1045.556,86.53
2029,1046.088,105.28
2030,1046.624,112.03
2031,1047.137,101.41
2032,1047.638,119.76
2033,1048.144,150.20
2034,1048.661,162.27
2035,1049.177,155.08
2036,1049.691,155.68
2037,1050.208,147.10
2038,1050.747,126.15
2039,1051.258,93.84
2040,1051.803,102.74
2041,1052.321,108.25
2042,1052.863,95.91
2043,1053.399,104.49
2044,1053.907,149.39
2045,1054.433,137.00
2046,1054.950,100.58
2047,1055.471,99.86
2048,1055.999,98.47
2049,1056.518,100.24
2050,1057.047,98.28
2051,1057.567,107.61
2052,1058.079,156.20
2053,1058.597,154.63
2054,1059.113,155.00
2055,1059.631,154.39
2056,1060.155,152.71
2057,1060.659,142.86
2058,1061.180,99.76
2059,1061.698,92.72
2060,1062.245,102.31
2061,1062.786,96.06
2062,1063.319,97.66
2063,1063.836,123.68
2064,1064.337,143.76
2065,1064.863,159.75
2066,1065.383,161.42
2067,1065.886,167.08
2068,1066.393,157.88
2069,1066.897,111.14
2070,1067.415,92.66
2071,1067.943,105.91
2072,1068.476,97.69
2073,1068.996,92.25
2074,1069.522,98.95
2075,1070.047,99.05
2076,1070.563,92.93
2077,1071.087,99.31
2078,1071.605,107.97
2079,1072.119,147.86
2080,1072.641,145.79
2081,1073.141,143.76
2082,1073.659,162.32
2083,1074.159,151.94
2084,1074.680,130.52
2085,1075.219,96.47
2086,1075.741,99.60
2087,1076.252,109.71
2088,1076.766,93.36
2089,1077.279,101.38
2090,1077.793,108.83
2091,1078.322,90.71
2092,1078.840,108.29
2093,1079.377,104.15
2094,1079.884,134.09
2095,1080.391,157.79
2096,1080.902,148.73
2097,1081.412,156.98
2098,1081.926,140.13
2099,1082.443,146.83
2100,1082.948,110.94
2101,1083.457,110.14
2102,1083.961,103.04
2103,1084.485,106.84
2104,1085.008,99.55
2105,1085.515,94.67
2106,1086.036,161.33
2107,1086.542,150.09
2108,1087.054,148.27
2109,1087.571,147.00
2110,1088.087,147.44
2111,1088.611,129.86
2112,1089.129,100.27
2113,1089.646,100.71
2114,1090.163,92.82
2115,1090.666,103.27
2116,1091.189,99.48
2117,1091.706,85.08
2118,1092.231,106.68
2119,1092.773,103.39
2120,1093.304,90.42
2121,1093.844,125.73
2122,1094.350,150.41
2123,1094.868,154.35
2124,1095.386,154.53
2125,1095.892,158.00
2126,1096.398,158.27
2127,1096.911,155.88
2128,1097.427,147.33
2129,1097.929,151.27
2130,1098.457,151.47
2131,1098.977,100.00
2132,1099.518,96.17
2133,1100.022,79.40
2134,1100.526,111.12
2135,1101.059,104.94
2136,1101.560,103.92
2137,1102.088,166.64
2138,1102.593,150.40
2139,1103.102,102.25
2140,1103.645,95.65
2141,1104.163,108.08
2142,1104.702,103.95
2143,1105.213,93.98
2144,1105.716,103.29
2145,1106.240,99.25
2146,1106.753,93.60
2147,1107.255,103.60
2148,1107.787,105.20
2149,1108.296,94.36
2150,1108.814,108.17
2151,1109.327,101.24
2152,1109.856,90.84
2153,1110.371,100.87
2154,1110.873,95.58
2155,1111.398,91.51
2156,1111.915,147.08
2157,1112.421,142.19
2158,1112.948,144.30
2159,1113.453,150.52
2160,1113.972,153.98
2161,1114.474,151.34
2162,1115.002,159.09
2163,1115.511,157.16
2164,1116.027,162.88
2165,1116.532,150.40
2166,1117.036,150.94
2167,1117.537,143.79
2168,1118.058,138.09
2169,1118.577,146.57
2170,1119.079,167.11
2171,1119.596,154.87
2172,1120.123,159.46
2173,1120.631,141.70
2174,1121.154,99.45
2175,1121.693,96.44
2176,1122.200,102.46
2177,1122.745,102.89
2178,1123.277,90.09
2179,1123.793,124.17
2180,1124.303,156.90
2181,1124.815,117.12
2182,1125.340,98.98
2183,1125.840,95.98
2184,1126.357,100.58
2185,1126.867,102.04
2186,1127.374,94.72
2187,1127.895,99.84
2188,1128.412,108.28
2189,1128.937,99.00
2190,1129.446,102.16
2191,1130.021,132.22
2192,1130.532,164.39
2193,1131.039,149.81
2194,1131.546,165.61
2195,1132.057,156.55
2196,1132.566,149.51
2197,1133.074,102.30
2198,1133.582,94.56
2199,1134.106,106.83
2200,1134.607,103.80
2201,1135.115,94.41
2202,1135.629,116.81
2203,1136.158,143.51
2204,1136.672,124.60
2205,1137.190,108.16
2206,1137.710,100.00
2207,1138.248,111.53
2208,1138.775,98.65
2209,1139.280,110.87
2210,1139.798,138.96
2211,1140.310,148.37
2212,1140.845,119.67
2213,1141.372,98.70
2214,1141.887,100.92
2215,1142.393,94.97
2216,1142.899,94.77
2217,1143.419,92.27
2218,1143.924,150.76
2219,1144.445,145.88
2220,1144.955,156.74
2221,1145.458,143.01
2222,1145.976,139.05
2223,1146.491,155.39
2224,1146.992,103.76
2225,1147.499,94.69
2226,1148.030,97.94
2227,1148.537,94.63
2228,1149.047,94.21
2229,1149.549,111.42
2230,1150.057,157.62
2231,1150.574,162.30
2232,1151.099,144.92
2233,1151.610,156.53
2234,1152.119,149.34
2235,1152.628,157.17
2236,1153.142,147.83
2237,1153.651,157.31
2238,1154.164,140.17
2239,1154.684,130.76
2240,1155.187,111.42
2241,1155.690,95.33
2242,1156.206,108.60
2243,1156.721,108.72
2244,1157.244,99.40
2245,1157.761,131.51
2246,1158.275,155.72
2247,1158.787,156.19
2248,1159.293,142.32
2249,1159.809,147.41
2250,1160.328,146.38
2251,1160.854,114.17
2252,1161.427,97.69
2253,1161.955,106.08
2254,1162.478,107.07
2255,1163.001,91.72
2256,1163.513,101.51
2257,1164.032,100.29
2258,1164.552,100.01
2259,1165.066,101.11
2260,1165.576,109.82
2261,1166.084,133.73
2262,1166.600,155.26
2263,1167.106,157.95
2264,1167.622,154.98
2265,1168.131,102.30
2266,1168.658,106.29
2267,1169.181,99.36
2268,1169.698,100.50
2269,1170.216,100.45
2270,1170.720,103.20
2271,1171.230,94.09
2272,1171.752,99.66
2273,1172.261,102.19
2274,1172.765,118.96
2275,1173.295,143.46
2276,1173.812,139.32
2277,1174.337,159.88
2278,1174.851,116.80
2279,1175.375,106.74
2280,1175.893,108.12
2281,1176.398,95.16
2282,1176.928,105.69
2283,1177.494,98.91
2284,1177.995,151.59
2285,1178.496,143.76
2286,1179.005,149.18
2287,1179.584,131.46
2288,1180.117,105.04
2289,1180.643,83.66
2290,1181.183,96.30
2291,1181.707,106.75
2292,1182.224,100.55
2293,1182.726,87.68
2294,1183.259,97.59
2295,1183.780,107.45
2296,1184.308,98.47
2297,1184.811,135.37
2298,1185.331,138.27
2299,1185.844,156.19
2300,1186.359,139.82
2301,1186.864,166.16
2302,1187.387,160.49
2303,1187.890,111.49
2304,1188.393,103.39
2305,1188.900,102.41
2306,1189.436,97.04
2307,1189.937,103.94
2308,1190.482,95.28
2309,1191.017,97.28
2310,1191.557,103.67
2311,1192.099,88.56
2312,1192.607,94.53
2313,1193.116,157.18
2314,1193.634,162.20
2315,1194.136,167.34
2316,1194.649,163.62
2317,1195.156,149.82
2318,1195.674,162.14
2319,1196.190,155.18
2320,1196.702,148.52
2321,1197.222,146.17
2322,1197.733,148.67
2323,1198.241,149.49
2324,1198.758,162.44
2325,1199.264,150.41
2326,1199.766,127.30
2327,1200.273,102.54
2328,1200.775,103.76
2329,1201.285,109.73
2330,1201.794,102.09
2331,1202.333,96.45
2332,1202.838,95.07
2333,1203.363,114.38
2334,1203.870,94.68
2335,1204.370,111.87
2336,1204.890,146.20
2337,1205.393,151.21
2338,1205.893,119.87
2339,1206.396,95.45
2340,1206.918,107.43
2341,1207.450,105.26
2342,1207.952,95.61
2343,1208.478,113.88
2344,1208.985,158.05
2345,1209.491,157.90
2346,1209.995,134.90
2347,1210.499,158.92
2348,1211.009,164.55
2349,1211.513,166.59
2350,1212.043,113.21
2351,1212.556,101.46
2352,1213.081,106.70
2353,1213.594,109.04
2354,1214.102,102.39
2355,1214.629,121.41
2356,1215.148,154.15
2357,1215.655,157.82
2358,1216.171,147.42
2359,1216.672,167.55
2360,1217.173,271.59
2361,1217.681,86.56
2362,1218.202,161.36
2363,1218.712,164.73
2364,1219.229,154.53
2365,1219.754,160.18
2366,1220.273,146.26
2367,1220.775,159.48
2368,1221.283,149.59
2369,1221.786,143.24
2370,1222.299,155.89
2371,1222.809,164.69
2372,1223.323,155.79
2373,1223.831,125.78
2374,1224.352,99.89
2375,1224.869,100.52
2376,1225.397,121.32
2377,1225.926,120.98
2378,1226.432,102.64
2379,1226.948,116.41
2380,1227.449,103.76
2381,1227.978,113.43
2382,1228.484,110.77
2383,1228.987,166.71
2384,1229.489,231.21
2385,1229.995,189.62
2386,1230.503,197.14
2387,1231.006,206.55
2388,1231.512,189.91
2389,1232.036,137.26
2390,1232.552,178.24
2391,1233.067,225.52
2392,1233.577,195.94
2393,1234.082,206.15
2394,1234.586,190.24
2395,1235.090,206.36
2396,1235.600,180.31
2397,1236.104,206.44
2398,1236.617,210.57
2399,1237.118,191.84
2400,1237.632,194.51
2401,1238.142,125.44
2402,1238.653,219.32
2403,1239.154,199.61
2404,1239.666,218.53
2405,1240.221,194.49
2406,1240.731,219.89
2407,1241.244,210.39
2408,1241.753,180.94
2409,1242.255,191.18
2410,1242.757,238.96
2411,1243.267,188.12
2412,1243.775,141.83
2413,1244.276,119.74
2414,1244.780,103.08
2415,1245.284,198.64
2416,1245.789,213.82
2417,1246.296,189.30
2418,1246.803,212.84
2419,1247.309,189.96
2420,1247.823,202.44
2421,1248.335,179.67
2422,1248.843,259.51
2423,1249.352,212.16
2424,1249.862,133.35
2425,1250.379,116.05
2426,1250.884,174.50
2427,1251.388,222.03
2428,1251.905,178.01
2429,1252.411,205.46
2430,1252.914,270.32
2431,1253.417,270.67
2432,1253.919,199.10
2433,1254.428,212.13
2434,1254.930,167.38
2435,1255.471,110.83
2436,1255.996,114.25
2437,1256.509,163.84
2438,1257.027,216.24
2439,1257.544,193.42
2440,1258.053,212.34
2441,1258.561,188.96
2442,1259.062,199.27
2443,1259.570,197.14
2444,1260.082,187.35
2445,1260.596,202.32
2446,1261.103,173.68
2447,1261.622,107.93
2448,1262.147,114.19
2449,1262.656,196.53
2450,1263.189,292.65
2451,1263.690,279.20
2452,1264.197,260.64
2453,1264.708,266.09
2454,1265.216,275.36
2455,1265.726,274.87
2456,1266.233,260.28
2457,1266.736,294.36
2458,1267.245,290.70
2459,1267.748,286.44
2460,1268.279,278.62
2461,1268.784,269.37
2462,1269.294,266.37
2463,1269.805,274.12
2464,1270.321,193.81
2465,1270.826,174.24
2466,1271.327,295.49
2467,1271.838,227.05
2468,1272.354,201.46
2469,1272.869,217.56
2470,1273.387,185.41
2471,1273.890,206.46
2472,1274.403,179.32
2473,1274.906,199.05
2474,1275.414,180.96
2475,1275.924,204.15
2476,1276.431,220.70
2477,1276.934,286.07
2478,1277.435,279.94
2479,1277.941,300.04
2480,1278.450,259.36
2481,1278.951,287.25
2482,1279.454,278.42
2483,1279.964,250.96
2484,1280.465,295.37
2485,1280.972,284.25
2486,1281.472,263.91
2487,1281.975,214.56
2488,1282.491,209.55
2489,1283.004,179.25
2490,1283.511,197.22
2491,1284.017,205.63
2492,1284.524,181.28
2493,1285.029,198.02
2494,1285.537,197.02
2495,1286.053,217.08
2496,1286.565,187.55
2497,1287.075,211.61
2498,1287.586,195.67
2499,1288.100,202.46
2500,1288.600,199.90
2501,1289.102,175.50
2502,1289.612,203.59
2503,1290.115,175.21
2504,1290.627,195.35
2505,1291.135,188.98
2506,1291.646,218.98
2507,1292.170,190.76
2508,1292.673,230.67
2509,1293.185,273.26
2510,1293.701,248.15
2511,1294.212,187.95
2512,1294.716,198.46
2513,1295.230,202.30
2514,1295.736,166.08
2515,1296.240,206.10
2516,1296.752,195.51
2517,1297.260,212.47
2518,1297.775,194.21
2519,1298.279,206.49
2520,1298.794,201.70
2521,1299.304,188.40
2522,1299.821,208.97
2523,1300.335,186.82
2524,1300.846,250.28
2525,1301.354,252.18
2526,1301.857,230.38
2527,1302.372,186.32
2528,1302.878,189.77
2529,1303.439,178.27
2530,1303.940,191.58
2531,1304.449,196.49
2532,1304.957,252.22
2533,1305.461,261.57
2534,1305.975,163.55
2535,1306.492,208.82
2536,1306.993,199.54
2537,1307.508,225.59
2538,1308.024,193.46
2539,1308.534,203.92
2540,1309.095,192.78
2541,1309.601,197.51
2542,1310.111,203.74
2543,1310.621,227.83
2544,1311.127,268.57
2545,1311.635,236.43
2546,1312.148,202.52
2547,1312.659,187.77
2548,1313.163,190.74
2549,1313.677,202.22
2550,1314.183,173.94
2551,1314.685,214.89
2552,1315.196,258.30
2553,1315.701,261.79
2554,1316.211,219.32
2555,1316.718,292.39
