Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Drive Used Bytes,Notes
428,214.427,223.65,431140896768,45.86,2000263573504,470990987264,
429,214.927,223.65,431258337280,45.87,2000263573504,470990987264,
430,215.428,111.78,431317057536,45.88,2000263573504,470990987264,
431,215.929,111.94,431375777792,45.88,2000263573504,470990987264,
432,216.429,127.91,431442886656,45.89,2000263573504,470990987264,
433,216.930,111.85,431501606912,45.90,2000263573504,470990987264,
434,217.431,111.82,431560327168,45.90,2000263573504,470990987264,
435,217.936,110.85,431619047424,45.91,2000263573504,470990987264,
436,218.443,110.31,431677767680,45.92,2000263573504,470990987264,
437,218.944,111.84,431736487936,45.92,2000263573504,470990987264,
438,219.445,127.86,431803596800,45.93,2000263573504,470990987264,
439,219.945,95.92,431853928448,45.94,2000263573504,470990987264,
440,220.446,111.87,431912648704,45.94,2000263573504,470990987264,
441,220.947,111.72,431971368960,45.95,2000263573504,470990987264,
442,221.458,109.64,432030089216,45.95,2000263573504,470990987264,
443,221.959,143.70,432105586688,45.96,2000263573504,470990987264,
444,222.460,207.63,432214638592,45.97,2000263573504,470990987264,
445,222.963,238.58,432340467712,45.99,2000263573504,470990987264,
446,223.464,207.45,432449519616,46.00,2000263573504,470990987264,
447,223.965,223.73,432566960128,46.01,2000263573504,470990987264,
448,224.466,207.57,432676012032,46.02,2000263573504,470990987264,
449,224.967,223.53,432793452544,46.04,2000263573504,470990987264,
450,225.468,223.56,432910893056,46.05,2000263573504,470990987264,
451,225.968,111.80,432969613312,46.05,2000263573504,470990987264,
452,226.469,111.91,433028333568,46.06,2000263573504,470990987264,
453,226.969,111.88,433087053824,46.07,2000263573504,470990987264,
454,227.470,111.90,433145774080,46.07,2000263573504,470990987264,
455,227.971,111.85,433204494336,46.08,2000263573504,470990987264,
456,228.472,127.63,433271603200,46.09,2000263573504,470990987264,
457,228.973,111.86,433330323456,46.09,2000263573504,470990987264,
458,229.473,111.82,433389043712,46.10,2000263573504,470990987264,
459,229.976,111.44,433447763968,46.11,2000263573504,470990987264,
460,230.477,111.79,433506484224,46.11,2000263573504,470990987264,
461,230.978,111.83,433565204480,46.12,2000263573504,470990987264,
462,231.478,111.86,433623924736,46.12,2000263573504,470990987264,
463,231.979,111.87,433682644992,46.13,2000263573504,470990987264,
464,232.480,127.80,433749753856,46.14,2000263573504,470990987264,
465,232.980,207.78,433858805760,46.15,2000263573504,470990987264,
466,233.497,232.21,433984634880,46.16,2000263573504,470990987264,
467,233.998,207.74,434093686784,46.17,2000263573504,470990987264,
468,234.500,206.95,434202738688,46.19,2000263573504,470990987264,
469,235.001,223.67,434320179200,46.20,2000263573504,470990987264,
470,235.502,207.74,434429231104,46.21,2000263573504,470990987264,
471,236.002,223.76,434546671616,46.22,2000263573504,470990987264,
472,236.504,127.56,434613780480,46.23,2000263573504,470990987264,
473,237.009,110.74,434672500736,46.24,2000263573504,470990987264,
474,237.513,127.18,434739609600,46.24,2000263573504,470990987264,
475,238.023,109.80,434798329856,46.25,2000263573504,470990987264,
476,238.531,110.22,434857050112,46.26,2000263573504,470990987264,
477,239.031,111.85,434915770368,46.26,2000263573504,470990987264,
478,239.533,127.68,434982879232,46.27,2000263573504,470990987264,
479,240.033,111.91,435041599488,46.27,2000263573504,470990987264,
480,240.534,111.85,435100319744,46.28,2000263573504,470990987264,
481,241.034,111.89,435159040000,46.29,2000263573504,470990987264,
482,241.535,127.85,435226148864,46.29,2000263573504,470990987264,
483,242.035,111.91,435284869120,46.30,2000263573504,470990987264,
484,242.536,111.82,435343589376,46.31,2000263573504,470990987264,
485,243.037,111.85,435402309632,46.31,2000263573504,470990987264,
486,243.541,221.91,435519750144,46.33,2000263573504,470990987264,
487,244.043,207.43,435628802048,46.34,2000263573504,470990987264,
488,244.543,223.83,435746242560,46.35,2000263573504,470990987264,
489,245.044,207.65,435855294464,46.36,2000263573504,470990987264,
490,245.547,238.79,435981123584,46.37,2000263573504,470990987264,
491,246.047,207.86,436090175488,46.39,2000263573504,470990987264,
492,246.548,223.66,436207616000,46.40,2000263573504,470990987264,
493,247.048,127.88,436274724864,46.41,2000263573504,470990987264,
494,247.549,127.83,436341833728,46.41,2000263573504,470990987264,
495,248.049,111.88,436400553984,46.42,2000263573504,470990987264,
496,248.550,111.93,436459274240,46.43,2000263573504,470990987264,
497,249.053,111.37,436517994496,46.43,2000263573504,470990987264,
498,249.554,127.69,436585103360,46.44,2000263573504,470990987264,
499,250.055,111.83,436643823616,46.45,2000263573504,470990987264,
500,250.555,111.86,436702543872,46.45,2000263573504,470990987264,
501,251.056,111.86,436761264128,46.46,2000263573504,470990987264,
502,251.556,111.89,436819984384,46.46,2000263573504,470990987264,
503,252.057,111.87,436878704640,46.47,2000263573504,470990987264,
504,252.557,111.93,436937424896,46.48,2000263573504,470990987264,
505,253.058,111.81,436996145152,46.48,2000263573504,470990987264,
506,253.558,127.88,437063254016,46.49,2000263573504,470990987264,
507,254.059,335.53,437239414784,46.51,2000263573504,470990987264,
508,254.560,335.65,437415575552,46.53,2000263573504,470990987264,
509,255.060,319.69,437583347712,46.55,2000263573504,470990987264,
510,255.563,286.28,437734342656,46.56,2000263573504,470990987264,
511,256.064,319.69,437902114816,46.58,2000263573504,470990987264,
512,256.566,318.77,438069886976,46.60,2000263573504,470990987264,
513,257.066,335.42,438246047744,46.62,2000263573504,470990987264,
514,257.567,255.75,438380265472,46.63,2000263573504,470990987264,
515,258.078,203.56,438489317376,46.64,2000263573504,470990987264,
516,258.580,238.93,438615146496,46.66,2000263573504,470990987264,
517,259.081,223.56,438732587008,46.67,2000263573504,470990987264,
518,259.582,223.70,438850027520,46.68,2000263573504,470990987264,
519,260.082,223.80,438967468032,46.69,2000263573504,470990987264,
520,260.583,223.76,439084908544,46.71,2000263573504,470990987264,
521,261.083,223.72,439202349056,46.72,2000263573504,470990987264,
522,261.584,207.85,439311400960,46.73,2000263573504,470990987264,
523,262.084,239.73,439437230080,46.74,2000263573504,470990987264,
524,262.585,223.65,439554670592,46.75,2000263573504,470990987264,
525,263.085,207.84,439663722496,46.77,2000263573504,470990987264,
526,263.586,223.70,439781163008,46.78,2000263573504,470990987264,
527,264.087,207.82,439890214912,46.79,2000263573504,470990987264,
528,264.588,366.78,440083152896,46.81,2000263573504,470990987264,
529,265.089,527.37,440359976960,46.84,2000263573504,470990987264,
530,265.590,495.22,440620023808,46.87,2000263573504,470990987264,
531,266.091,494.89,440880070656,46.90,2000263573504,470990987264,
532,266.592,510.36,441148506112,46.92,2000263573504,470990987264,
533,267.093,527.41,441425330176,46.95,2000263573504,470990987264,
534,267.594,495.35,441685377024,46.98,2000263573504,470990987264,
535,268.094,495.23,441945423872,47.01,2000263573504,470990987264,
536,268.595,463.55,442188693504,47.04,2000263573504,470990987264,
537,269.096,399.31,442398408704,47.06,2000263573504,470990987264,
538,269.596,431.42,442624901120,47.08,2000263573504,470990987264,
539,270.097,431.36,442851393536,47.11,2000263573504,470990987264,
540,270.598,415.12,443069497344,47.13,2000263573504,470990987264,
541,271.099,431.61,443295989760,47.15,2000263573504,470990987264,
542,271.599,431.65,443522482176,47.18,2000263573504,470990987264,
543,272.099,415.70,443740585984,47.20,2000263573504,470990987264,
544,272.603,412.88,443958689792,47.22,2000263573504,470990987264,
545,273.104,430.93,444185182208,47.25,2000263573504,470990987264,
546,273.605,431.33,444411674624,47.27,2000263573504,470990987264,
547,274.106,415.32,444629778432,47.29,2000263573504,470990987264,
548,274.607,430.76,444856270848,47.32,2000263573504,470990987264,
549,275.108,399.15,445065986048,47.34,2000263573504,470990987264,
550,275.609,399.42,445275701248,47.36,2000263573504,470990987264,
551,276.111,494.44,445535748096,47.39,2000263573504,470990987264,
552,276.612,526.33,445812572160,47.42,2000263573504,470990987264,
553,277.113,495.32,446072619008,47.45,2000263573504,470990987264,
554,277.614,495.38,446332665856,47.48,2000263573504,470990987264,
555,278.114,495.73,446592712704,47.50,2000263573504,470990987264,
556,278.616,494.43,446852759552,47.53,2000263573504,470990987264,
557,279.116,495.08,447112806400,47.56,2000263573504,470990987264,
558,279.617,543.48,447398019072,47.59,2000263573504,470990987264,
559,280.118,415.48,447616122880,47.61,2000263573504,470990987264,
560,280.618,431.57,447842615296,47.64,2000263573504,470990987264,
561,281.119,415.39,448060719104,47.66,2000263573504,470990987264,
562,281.619,431.59,448287211520,47.68,2000263573504,470990987264,
563,282.121,398.94,448496926720,47.71,2000263573504,470990987264,
564,282.621,431.47,448723419136,47.73,2000263573504,470990987264,
565,283.122,431.44,448949911552,47.75,2000263573504,470990987264,
566,283.623,431.32,449176403968,47.78,2000263573504,470990987264,
567,284.124,430.98,449402896384,47.80,2000263573504,470990987264,
568,284.625,414.67,449621000192,47.83,2000263573504,470990987264,
569,285.126,399.30,449830715392,47.85,2000263573504,470990987264,
570,285.630,461.05,450073985024,47.87,2000263573504,470990987264,
571,286.130,399.43,450283700224,47.90,2000263573504,470990987264,
572,286.632,398.72,450493415424,47.92,2000263573504,470990987264,
573,287.134,414.00,450711519232,47.94,2000263573504,470990987264,
574,287.636,430.42,450938011648,47.97,2000263573504,470990987264,
575,288.136,431.73,451164504064,47.99,2000263573504,470990987264,
576,288.638,431.04,451390996480,48.01,2000263573504,470990987264,
577,289.138,399.38,451600711680,48.04,2000263573504,470990987264,
578,289.640,430.75,451827204096,48.06,2000263573504,470990987264,
579,290.141,415.32,452045307904,48.08,2000263573504,470990987264,
580,290.641,399.72,452255023104,48.11,2000263573504,470990987264,
581,291.142,415.41,452473126912,48.13,2000263573504,470990987264,
582,291.643,319.20,452640899072,48.15,2000263573504,470990987264,
583,292.144,319.53,452808671232,48.16,2000263573504,470990987264,
584,292.644,319.81,452976443392,48.18,2000263573504,470990987264,
585,293.145,351.60,453160992768,48.20,2000263573504,470990987264,
586,293.645,319.78,453328764928,48.22,2000263573504,470990987264,
587,294.145,319.61,453496537088,48.24,2000263573504,470990987264,
588,294.647,318.93,453664309248,48.26,2000263573504,470990987264,
589,295.149,319.08,453832081408,48.27,2000263573504,470990987264,
590,295.652,333.89,454008242176,48.29,2000263573504,470990987264,
591,296.152,319.69,454176014336,48.31,2000263573504,470990987264,
592,296.653,287.58,454327009280,48.33,2000263573504,470990987264,
593,297.153,335.67,454503170048,48.35,2000263573504,470990987264,
594,297.654,303.55,454662553600,48.36,2000263573504,470990987264,
595,298.155,303.57,454821937152,48.38,2000263573504,470990987264,
596,298.656,271.27,454964543488,48.39,2000263573504,470990987264,
597,299.160,222.18,455081984000,48.41,2000263573504,470990987264,
598,299.661,223.71,455199424512,48.42,2000263573504,470990987264,
599,300.164,206.95,455308476416,48.43,2000263573504,470990987264,
600,300.665,223.30,455425916928,48.44,2000263573504,470990987264,
601,301.166,207.70,455534968832,48.45,2000263573504,470990987264,
602,301.667,223.69,455652409344,48.47,2000263573504,470990987264,
603,302.167,175.79,455744684032,48.48,2000263573504,470990987264,
604,302.668,111.80,455803404288,48.48,2000263573504,470990987264,
605,303.169,111.84,455862124544,48.49,2000263573504,470990987264,
606,303.672,111.37,455920844800,48.50,2000263573504,470990987264,
607,304.173,111.63,455979565056,48.50,2000263573504,470990987264,
608,304.674,111.92,456038285312,48.51,2000263573504,470990987264,
609,305.174,111.91,456097005568,48.51,2000263573504,470990987264,
610,305.675,111.80,456155725824,48.52,2000263573504,470990987264,
611,306.176,127.80,456222834688,48.53,2000263573504,470990987264,
612,306.676,111.94,456281554944,48.53,2000263573504,470990987264,
613,307.176,111.93,456340275200,48.54,2000263573504,470990987264,
614,307.677,111.93,456398995456,48.55,2000263573504,470990987264,
615,308.177,111.87,456457715712,48.55,2000263573504,470990987264,
616,308.680,111.27,456516435968,48.56,2000263573504,470990987264,
617,309.183,159.14,456600322048,48.57,2000263573504,470990987264,
618,309.684,239.68,456726151168,48.58,2000263573504,470990987264,
619,310.184,207.75,456835203072,48.59,2000263573504,470990987264,
620,310.686,207.42,456944254976,48.60,2000263573504,470990987264,
621,311.186,223.75,457061695488,48.62,2000263573504,470990987264,
622,311.689,223.03,457179136000,48.63,2000263573504,470990987264,
623,312.189,207.71,457288187904,48.64,2000263573504,470990987264,
624,312.690,191.78,457388851200,48.65,2000263573504,470990987264,
625,313.191,127.79,457455960064,48.66,2000263573504,470990987264,
626,313.691,111.83,457514680320,48.67,2000263573504,470990987264,
627,314.192,111.88,457573400576,48.67,2000263573504,470990987264,
628,314.693,111.83,457632120832,48.68,2000263573504,470990987264,
629,315.193,127.80,457699229696,48.68,2000263573504,470990987264,
630,315.696,111.35,457757949952,48.69,2000263573504,470990987264,
631,316.197,111.82,457816670208,48.70,2000263573504,470990987264,
632,316.698,111.88,457875390464,48.70,2000263573504,470990987264,
633,317.201,111.35,457934110720,48.71,2000263573504,470990987264,
634,317.701,111.92,457992830976,48.72,2000263573504,470990987264,
635,318.202,111.89,458051551232,48.72,2000263573504,470990987264,
636,318.707,110.89,458110271488,48.73,2000263573504,470990987264,
637,319.208,111.75,458168991744,48.73,2000263573504,470990987264,
638,319.708,175.73,458261266432,48.74,2000263573504,470990987264,
639,320.209,223.53,458378706944,48.76,2000263573504,470990987264,
640,320.712,223.02,458496147456,48.77,2000263573504,470990987264,
641,321.212,207.66,458605199360,48.78,2000263573504,470990987264,
642,321.713,207.86,458714251264,48.79,2000263573504,470990987264,
643,322.214,223.64,458831691776,48.81,2000263573504,470990987264,
644,322.714,223.65,458949132288,48.82,2000263573504,470990987264,
645,323.215,191.88,459049795584,48.83,2000263573504,470990987264,
646,323.715,127.88,459116904448,48.84,2000263573504,470990987264,
647,324.216,111.90,459175624704,48.84,2000263573504,470990987264,
648,324.717,111.81,459234344960,48.85,2000263573504,470990987264,
649,325.217,111.81,459293065216,48.85,2000263573504,470990987264,
650,325.721,111.12,459351785472,48.86,2000263573504,470990987264,
651,326.222,111.82,459410505728,48.87,2000263573504,470990987264,
652,326.723,111.79,459469225984,48.87,2000263573504,470990987264,
653,327.224,111.76,459527946240,48.88,2000263573504,470990987264,
654,327.725,127.78,459595055104,48.89,2000263573504,470990987264,
655,328.226,95.81,459645386752,48.89,2000263573504,470990987264,
656,328.727,127.70,459712495616,48.90,2000263573504,470990987264,
657,329.228,95.85,459762827264,48.90,2000263573504,470990987264,
658,329.728,111.88,459821547520,48.91,2000263573504,470990987264,
659,330.229,159.85,459905433600,48.92,2000263573504,470990987264,
660,330.734,221.98,460022874112,48.93,2000263573504,470990987264,
661,331.234,207.64,460131926016,48.94,2000263573504,470990987264,
662,331.735,223.75,460249366528,48.96,2000263573504,470990987264,
663,332.236,207.72,460358418432,48.97,2000263573504,470990987264,
664,332.736,223.76,460475858944,48.98,2000263573504,470990987264,
665,333.237,207.65,460584910848,48.99,2000263573504,470990987264,
666,333.737,223.86,460702351360,49.00,2000263573504,470990987264,
667,334.241,95.26,460752683008,49.01,2000263573504,470990987264,
668,334.742,127.75,460819791872,49.02,2000263573504,470990987264,
669,335.243,111.87,460878512128,49.02,2000263573504,470990987264,
670,335.743,111.89,460937232384,49.03,2000263573504,470990987264,
671,336.244,111.90,460995952640,49.04,2000263573504,470990987264,
672,336.753,110.04,461054672896,49.04,2000263573504,470990987264,
673,337.253,111.90,461113393152,49.05,2000263573504,470990987264,
674,337.753,127.89,461180502016,49.06,2000263573504,470990987264,
675,338.254,111.85,461239222272,49.06,2000263573504,470990987264,
676,338.755,111.89,461297942528,49.07,2000263573504,470990987264,
677,339.261,110.64,461356662784,49.07,2000263573504,470990987264,
678,339.761,111.88,461415383040,49.08,2000263573504,470990987264,
679,340.262,111.83,461474103296,49.09,2000263573504,470990987264,
680,340.763,175.68,461566377984,49.10,2000263573504,470990987264,
681,341.263,319.68,461734150144,49.11,2000263573504,470990987264,
682,341.769,316.67,461901922304,49.13,2000263573504,470990987264,
683,342.269,303.72,462061305856,49.15,2000263573504,470990987264,
684,342.770,319.77,462229078016,49.17,2000263573504,470990987264,
685,343.270,319.81,462396850176,49.18,2000263573504,470990987264,
686,343.770,319.69,462564622336,49.20,2000263573504,470990987264,
687,344.271,319.56,462732394496,49.22,2000263573504,470990987264,
688,344.772,239.48,462858223616,49.23,2000263573504,470990987264,
689,345.273,223.65,462975664128,49.25,2000263573504,470990987264,
690,345.774,207.41,463084716032,49.26,2000263573504,470990987264,
691,346.275,239.59,463210545152,49.27,2000263573504,470990987264,
692,346.776,207.67,463319597056,49.28,2000263573504,470990987264,
693,347.277,223.69,463437037568,49.30,2000263573504,470990987264,
694,347.777,223.84,463554478080,49.31,2000263573504,470990987264,
695,348.278,223.67,463671918592,49.32,2000263573504,470990987264,
696,348.780,222.80,463789359104,49.33,2000263573504,470990987264,
697,349.283,222.64,463906799616,49.35,2000263573504,470990987264,
698,349.788,222.19,464024240128,49.36,2000263573504,470990987264,
699,350.288,223.68,464141680640,49.37,2000263573504,470990987264,
700,350.789,207.70,464250732544,49.38,2000263573504,470990987264,
701,351.289,207.81,464359784448,49.39,2000263573504,470990987264,
702,351.790,383.36,464561111040,49.41,2000263573504,470990987264,
703,352.291,495.35,464821157888,49.44,2000263573504,470990987264,
704,352.791,495.46,465081204736,49.47,2000263573504,470990987264,
705,353.292,542.93,465366417408,49.50,2000263573504,470990987264,
706,353.794,494.65,465626464256,49.53,2000263573504,470990987264,
707,354.295,495.25,465886511104,49.56,2000263573504,470990987264,
708,354.795,495.58,466146557952,49.58,2000263573504,470990987264,
709,355.296,494.84,466406604800,49.61,2000263573504,470990987264,
710,355.797,431.18,466633097216,49.64,2000263573504,470990987264,
711,356.298,415.24,466851201024,49.66,2000263573504,470990987264,
712,356.800,430.27,467077693440,49.68,2000263573504,470990987264,
713,357.302,430.20,467304185856,49.71,2000263573504,470990987264,
714,357.805,429.64,467530678272,49.73,2000263573504,470990987264,
715,358.314,424.04,467757170688,49.75,2000263573504,470990987264,
716,358.815,399.71,467966885888,49.78,2000263573504,470990987264,
717,359.324,423.73,468193378304,49.80,2000263573504,470990987264,
718,359.826,415.00,468411482112,49.82,2000263573504,470990987264,
719,360.326,431.60,468637974528,49.85,2000263573504,470990987264,
720,360.826,399.76,468847689728,49.87,2000263573504,470990987264,
721,361.328,398.86,469057404928,49.89,2000263573504,470990987264,
722,361.829,141.54,469131853824,49.90,2000263573504,470990987264,
