Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
1,0.500,925.33,485490688,9.48
2,1.009,638.67,826277888,16.14
3,1.509,885.98,1290797056,25.21
4,2.009,861.79,1742733312,34.04
5,2.510,884.57,2207252480,43.11
6,3.010,865.58,2661285888,51.98
7,3.511,829.31,3096444928,60.48
8,4.012,820.76,3527409664,68.90
9,4.512,843.08,3969908736,77.54
10,5.013,862.56,4422893568,86.39
11,5.514,876.83,4883218432,95.38
