Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
37,18.544,4253.30,84439728128,8.28,2000263573504,
38,19.045,4184.37,86637543424,8.49,2000263573504,
39,19.546,4316.92,88902467584,8.71,2000263573504,
40,20.046,4122.74,91066728448,8.93,2000263573504,
41,20.547,4108.64,93222600704,9.14,2000263573504,
42,21.047,4444.31,95554633728,9.37,2000263573504,
43,21.548,4362.11,97844723712,9.59,2000263573504,
44,22.049,4344.83,100126425088,9.82,2000263573504,
45,22.549,4106.10,102282297344,10.03,2000263573504,
46,23.050,4236.41,104505278464,10.24,2000263573504,
47,23.551,4083.54,106652762112,10.45,2000263573504,
48,24.052,4283.44,108900909056,10.68,2000263573504,
49,24.553,4310.53,111165833216,10.90,2000263573504,
50,25.054,4186.04,113363648512,11.11,2000263573504,
51,25.554,4206.26,115569852416,11.33,2000263573504,
52,26.054,4125.20,117734113280,11.54,2000263573504,
53,26.555,4378.77,120032591872,11.77,2000263573504,
54,27.055,4459.92,122373013504,12.00,2000263573504,
55,27.556,4267.38,124612771840,12.22,2000263573504,
56,28.056,4187.82,126810587136,12.43,2000263573504,
57,28.557,4186.91,129008402432,12.65,2000263573504,
58,29.057,4123.29,131172663296,12.86,2000263573504,
59,29.558,4266.65,133412421632,13.08,2000263573504,
60,30.059,4427.33,135736066048,13.31,2000263573504,
61,30.559,4091.42,137883549696,13.52,2000263573504,
62,31.059,4173.37,140072976384,13.73,2000263573504,
63,31.560,4298.86,142329511936,13.95,2000263573504,
64,32.060,4285.12,144577658880,14.17,2000263573504,
65,32.561,4236.03,146800640000,14.39,2000263573504,
66,33.062,4404.17,149115895808,14.62,2000263573504,
67,33.563,4328.46,151389208576,14.84,2000263573504,
68,34.064,4345.93,153670909952,15.06,2000263573504,
69,34.564,4299.72,155927445504,15.28,2000263573504,
70,35.065,4235.41,158150426624,15.50,2000263573504,
71,35.566,4180.72,160348241920,15.72,2000263573504,
72,36.067,4235.29,162571223040,15.94,2000263573504,
73,36.567,4314.65,164836147200,16.16,2000263573504,
74,37.068,4202.31,167042351104,16.37,2000263573504,
75,37.569,4315.49,169307275264,16.60,2000263573504,
76,38.075,3998.60,171429593088,16.80,2000263573504,
77,38.575,4010.43,173535133696,17.01,2000263573504,
78,39.076,4043.96,175657451520,17.22,2000263573504,
79,39.577,3979.31,177746214912,17.42,2000263573504,
80,40.077,3852.80,179767869440,17.62,2000263573504,
81,40.577,3964.10,181848244224,17.83,2000263573504,
82,41.078,3980.15,183937007616,18.03,2000263573504,
83,41.579,3990.29,186034159616,18.24,2000263573504,
84,42.080,4267.82,188273917952,18.46,2000263573504,
85,42.580,4218.33,190488510464,18.67,2000263573504,
86,43.081,4077.83,192627605504,18.88,2000263573504,
87,43.581,4236.63,194850586624,19.10,2000263573504,
88,44.081,4203.51,197056790528,19.32,2000263573504,
89,44.584,3965.57,199145553920,19.52,2000263573504,
90,45.084,4092.74,201293037568,19.73,2000263573504,
91,45.584,4365.56,203583127552,19.96,2000263573504,
92,46.085,4460.83,205923549184,20.19,2000263573504,
93,46.586,4489.68,208280748032,20.42,2000263573504,
94,47.086,4507.07,210646335488,20.65,2000263573504,
95,47.587,4281.00,212894482432,20.87,2000263573504,
96,48.092,4338.50,215192961024,21.09,2000263573504,
97,48.593,4232.92,217415942144,21.31,2000263573504,
98,49.094,4489.81,219773140992,21.54,2000263573504,
99,49.594,4298.90,222029676544,21.76,2000263573504,
100,50.095,4299.69,224286212096,21.99,2000263573504,
101,50.595,4202.32,226492416000,22.20,2000263573504,
102,51.096,4392.90,228799283200,22.43,2000263573504,
103,51.597,4364.98,231089373184,22.65,2000263573504,
104,52.098,4258.96,233329131520,22.87,2000263573504,
105,52.599,4059.09,235459837952,23.08,2000263573504,
106,53.101,4397.69,237775093760,23.31,2000263573504,
107,53.602,4132.11,239947743232,23.52,2000263573504,
108,54.103,4124.51,242112004096,23.73,2000263573504,
109,54.603,4266.33,244351762432,23.95,2000263573504,
110,55.104,4156.91,246532800512,24.17,2000263573504,
111,55.604,4170.89,248722227200,24.38,2000263573504,
112,56.105,4426.95,251045871616,24.61,2000263573504,
113,56.606,4282.54,253294018560,24.83,2000263573504,
114,57.108,4269.66,255542165504,25.05,2000263573504,
115,57.608,4298.01,257798701056,25.27,2000263573504,
116,58.109,4317.75,260063625216,25.49,2000263573504,
117,58.610,4229.97,262286606336,25.71,2000263573504,
118,59.110,4380.44,264585084928,25.94,2000263573504,
119,59.611,4298.68,266841620480,26.16,2000263573504,
120,60.111,4460.21,269182042112,26.39,2000263573504,
121,60.612,4200.82,271388246016,26.60,2000263573504,
122,61.115,4545.71,273787387904,26.84,2000263573504,
123,61.616,4170.71,275976814592,27.05,2000263573504,
124,62.117,4506.60,278342402048,27.28,2000263573504,
125,62.618,4214.93,280556994560,27.50,2000263573504,
126,63.119,4249.63,282788364288,27.72,2000263573504,
127,63.619,4491.95,285145563136,27.95,2000263573504,
128,64.121,4429.33,287477596160,28.18,2000263573504,
129,64.621,4397.28,289784463360,28.41,2000263573504,
130,65.123,4527.73,292166828032,28.64,2000263573504,
131,65.624,4172.46,294356254720,28.85,2000263573504,
132,66.124,4365.74,296646344704,29.08,2000263573504,
133,66.624,4221.70,298860937216,29.30,2000263573504,
134,67.126,4242.05,301092306944,29.51,2000263573504,
135,67.626,4253.43,303323676672,29.73,2000263573504,
136,68.127,4185.96,305521491968,29.95,2000263573504,
137,68.627,4189.58,307719307264,30.16,2000263573504,
138,69.128,4219.60,309933899776,30.38,2000263573504,
139,69.630,4379.39,312240766976,30.61,2000263573504,
140,70.131,3973.98,314329530368,30.81,2000263573504,
141,70.632,4314.62,316594454528,31.03,2000263573504,
142,71.133,4408.24,318909710336,31.26,2000263573504,
143,71.633,4379.15,321208188928,31.49,2000263573504,
144,72.134,4219.58,323422781440,31.70,2000263573504,
145,72.634,4156.51,325603819520,31.92,2000263573504,
146,73.135,4123.71,327768080384,32.13,2000263573504,
147,73.637,4188.74,329974284288,32.35,2000263573504,
148,74.138,4107.63,332130156544,32.56,2000263573504,
149,74.639,4134.28,334302806016,32.77,2000263573504,
150,75.139,4234.82,336525787136,32.99,2000263573504,
151,75.640,4363.73,338815877120,33.21,2000263573504,
152,76.141,4294.69,341072412672,33.43,2000263573504,
153,76.642,4152.37,343253450752,33.65,2000263573504,
154,77.142,4347.35,345535152128,33.87,2000263573504,
155,77.643,4218.17,347749744640,34.09,2000263573504,
156,78.144,4363.10,350039834624,34.31,2000263573504,
157,78.644,4188.02,352237649920,34.53,2000263573504,
158,79.144,2254.49,353420443648,34.64,2000263573504,
159,79.645,79.91,353462386688,34.65,2000263573504,
160,80.146,63.92,353495941120,34.65,2000263573504,
161,80.646,63.93,353529495552,34.66,2000263573504,
162,81.147,79.82,353571438592,34.66,2000263573504,
163,81.648,63.90,353604993024,34.66,2000263573504,
164,82.149,47.93,353630158848,34.67,2000263573504,
165,82.650,79.87,353672101888,34.67,2000263573504,
166,83.150,79.93,353714044928,34.67,2000263573504,
167,83.657,78.86,353755987968,34.68,2000263573504,
168,84.158,79.92,353797931008,34.68,2000263573504,
169,84.659,79.88,353839874048,34.69,2000263573504,
170,85.159,79.94,353881817088,34.69,2000263573504,
171,85.661,63.77,353915371520,34.69,2000263573504,
172,86.161,95.87,353965703168,34.70,2000263573504,
173,86.662,79.89,354007646208,34.70,2000263573504,
174,87.163,79.90,354049589248,34.71,2000263573504,
175,87.663,79.90,354091532288,34.71,2000263573504,
176,88.164,79.83,354133475328,34.71,2000263573504,
177,88.665,79.92,354175418368,34.72,2000263573504,
178,89.166,79.82,354217361408,34.72,2000263573504,
179,89.667,79.87,354259304448,34.73,2000263573504,
180,90.168,79.84,354301247488,34.73,2000263573504,
181,90.668,79.91,354343190528,34.73,2000263573504,
182,91.169,79.89,354385133568,34.74,2000263573504,
183,91.670,79.88,354427076608,34.74,2000263573504,
184,92.171,63.86,354460631040,34.75,2000263573504,
185,92.675,63.55,354494185472,34.75,2000263573504,
186,93.175,79.94,354536128512,34.75,2000263573504,
187,93.675,63.93,354569682944,34.76,2000263573504,
188,94.176,79.92,354611625984,34.76,2000263573504,
189,94.676,63.95,354645180416,34.76,2000263573504,
190,95.177,63.88,354678734848,34.77,2000263573504,
191,95.679,47.83,354703900672,34.77,2000263573504,
192,96.182,47.68,354729066496,34.77,2000263573504,
193,96.683,31.95,354745843712,34.77,2000263573504,
194,97.184,47.96,354771009536,34.78,2000263573504,
195,97.684,47.93,354796175360,34.78,2000263573504,
196,98.185,31.95,354812952576,34.78,2000263573504,
197,98.686,47.95,354838118400,34.78,2000263573504,
198,99.187,31.89,354854895616,34.79,2000263573504,
199,99.689,47.80,354880061440,34.79,2000263573504,
200,100.191,47.90,354905227264,34.79,2000263573504,
201,100.691,31.98,354922004480,34.79,2000263573504,
202,101.191,47.96,354947170304,34.79,2000263573504,
203,101.694,47.75,354972336128,34.80,2000263573504,
204,102.196,31.87,354989113344,34.80,2000263573504,
205,102.701,47.51,355014279168,34.80,2000263573504,
206,103.202,47.95,355039444992,34.80,2000263573504,
207,103.703,31.89,355056222208,34.80,2000263573504,
208,104.204,47.95,355081388032,34.81,2000263573504,
209,104.704,1566.01,355903471616,34.89,2000263573504,
210,105.205,4203.31,358109675520,35.10,2000263573504,
211,105.705,4397.41,360416542720,35.33,2000263573504,
212,106.206,4377.64,362715021312,35.56,2000263573504,
213,106.706,4365.60,365005111296,35.78,2000263573504,
214,107.207,4249.62,367236481024,36.00,2000263573504,
215,107.708,4395.02,369543348224,36.22,2000263573504,
216,108.209,4147.52,371724386304,36.44,2000263573504,
217,108.710,4249.61,373955756032,36.66,2000263573504,
218,109.212,4204.77,376170348544,36.87,2000263573504,
219,109.712,4364.72,378460438528,37.10,2000263573504,
220,110.213,4184.89,380658253824,37.31,2000263573504,
221,110.714,4281.71,382906400768,37.53,2000263573504,
222,111.215,4329.96,385179713536,37.76,2000263573504,
223,111.715,4330.76,387453026304,37.98,2000263573504,
224,112.216,1693.78,388342218752,38.07,2000263573504,
225,112.716,63.95,388375773184,38.07,2000263573504,
226,113.217,63.88,388409327616,38.07,2000263573504,
227,113.718,63.94,388442882048,38.08,2000263573504,
228,114.218,47.96,388468047872,38.08,2000263573504,
229,114.719,63.86,388501602304,38.08,2000263573504,
230,115.220,63.91,388535156736,38.09,2000263573504,
231,115.721,47.94,388560322560,38.09,2000263573504,
232,116.221,63.93,388593876992,38.09,2000263573504,
233,116.723,47.78,388619042816,38.09,2000263573504,
234,117.228,63.43,388652597248,38.10,2000263573504,
235,117.729,63.89,388686151680,38.10,2000263573504,
236,118.229,47.95,388711317504,38.10,2000263573504,
237,118.732,79.58,388753260544,38.11,2000263573504,
238,119.232,47.95,388778426368,38.11,2000263573504,
239,119.736,63.60,388811980800,38.11,2000263573504,
240,120.236,63.90,388845535232,38.12,2000263573504,
241,120.738,63.83,388879089664,38.12,2000263573504,
242,121.238,63.94,388912644096,38.12,2000263573504,
243,121.740,63.79,388946198528,38.13,2000263573504,
244,122.241,47.92,388971364352,38.13,2000263573504,
245,122.742,63.89,389004918784,38.13,2000263573504,
246,123.242,63.90,389038473216,38.14,2000263573504,
247,123.743,63.93,389072027648,38.14,2000263573504,
248,124.244,127.82,389139136512,38.15,2000263573504,
249,124.744,191.76,389239799808,38.16,2000263573504,
250,125.245,191.56,389340463104,38.17,2000263573504,
251,125.746,175.88,389432737792,38.17,2000263573504,
252,126.246,191.80,389533401088,38.18,2000263573504,
253,126.747,207.67,389642452992,38.20,2000263573504,
254,127.248,175.70,389734727680,38.20,2000263573504,
255,127.748,159.89,389818613760,38.21,2000263573504,
256,128.249,127.88,389885722624,38.22,2000263573504,
257,128.750,127.78,389952831488,38.23,2000263573504,
258,129.250,127.77,390019940352,38.23,2000263573504,
259,129.752,127.60,390087049216,38.24,2000263573504,
260,130.254,127.57,390154158080,38.25,2000263573504,
261,130.754,127.89,390221266944,38.25,2000263573504,
262,131.256,127.60,390288375808,38.26,2000263573504,
263,131.756,111.91,390347096064,38.26,2000263573504,
264,132.258,127.63,390414204928,38.27,2000263573504,
265,132.758,143.77,390489702400,38.28,2000263573504,
266,133.259,111.85,390548422656,38.28,2000263573504,
267,133.759,127.91,390615531520,38.29,2000263573504,
268,134.260,127.82,390682640384,38.30,2000263573504,
269,134.761,159.83,390766526464,38.31,2000263573504,
270,135.261,143.85,390842023936,38.31,2000263573504,
271,135.762,159.77,390925910016,38.32,2000263573504,
272,136.262,159.83,391009796096,38.33,2000263573504,
273,136.763,143.84,391085293568,38.34,2000263573504,
274,137.264,159.76,391169179648,38.34,2000263573504,
275,137.765,143.75,391244677120,38.35,2000263573504,
276,138.267,95.56,391295008768,38.36,2000263573504,
277,138.767,79.93,391336951808,38.36,2000263573504,
278,139.268,79.95,391378894848,38.37,2000263573504,
279,139.768,79.93,391420837888,38.37,2000263573504,
280,140.268,79.93,391462780928,38.37,2000263573504,
281,140.770,79.73,391504723968,38.38,2000263573504,
282,141.271,79.90,391546667008,38.38,2000263573504,
283,141.772,63.82,391580221440,38.39,2000263573504,
284,142.273,79.91,391622164480,38.39,2000263573504,
285,142.773,79.93,391664107520,38.39,2000263573504,
286,143.274,79.95,391706050560,38.40,2000263573504,
287,143.774,63.92,391739604992,38.40,2000263573504,
288,144.277,95.56,391789936640,38.41,2000263573504,
289,144.777,79.90,391831879680,38.41,2000263573504,
290,145.278,175.80,391924154368,38.42,2000263573504,
291,145.778,159.84,392008040448,38.43,2000263573504,
292,146.281,175.19,392100315136,38.44,2000263573504,
293,146.782,175.61,392192589824,38.45,2000263573504,
294,147.282,159.74,392276475904,38.45,2000263573504,
295,147.783,175.90,392368750592,38.46,2000263573504,
296,148.283,175.81,392461025280,38.47,2000263573504,
297,148.787,111.19,392519745536,38.48,2000263573504,
298,149.287,95.91,392570077184,38.48,2000263573504,
299,149.788,79.89,392612020224,38.49,2000263573504,
300,150.289,79.93,392653963264,38.49,2000263573504,
301,150.790,79.84,392695906304,38.49,2000263573504,
302,151.290,79.93,392737849344,38.50,2000263573504,
303,151.791,95.85,392788180992,38.50,2000263573504,
304,152.292,79.83,392830124032,38.51,2000263573504,
305,152.793,95.86,392880455680,38.51,2000263573504,
306,153.294,79.74,392922398720,38.52,2000263573504,
307,153.795,79.84,392964341760,38.52,2000263573504,
308,154.296,95.87,393014673408,38.53,2000263573504,
309,154.796,79.90,393056616448,38.53,2000263573504,
310,155.297,111.89,393115336704,38.54,2000263573504,
311,155.798,175.65,393207611392,38.54,2000263573504,
312,156.299,191.76,393308274688,38.55,2000263573504,
313,156.799,175.73,393400549376,38.56,2000263573504,
314,157.300,207.76,393509601280,38.57,2000263573504,
315,157.800,159.89,393593487360,38.58,2000263573504,
316,158.301,175.69,393685762048,38.59,2000263573504,
317,158.802,175.82,393778036736,38.60,2000263573504,
318,159.302,79.91,393819979776,38.60,2000263573504,
319,159.803,95.82,393870311424,38.61,2000263573504,
320,160.305,79.76,393912254464,38.61,2000263573504,
321,160.805,95.88,393962586112,38.62,2000263573504,
322,161.308,95.48,394012917760,38.62,2000263573504,
323,161.808,79.94,394054860800,38.63,2000263573504,
324,162.309,95.85,394105192448,38.63,2000263573504,
325,162.810,95.77,394155524096,38.64,2000263573504,
326,163.311,79.88,394197467136,38.64,2000263573504,
327,163.812,95.81,394247798784,38.65,2000263573504,
328,164.315,79.55,394289741824,38.65,2000263573504,
329,164.816,95.88,394340073472,38.66,2000263573504,
330,165.316,95.91,394390405120,38.66,2000263573504,
331,165.817,95.84,394440736768,38.67,2000263573504,
332,166.318,79.87,394482679808,38.67,2000263573504,
333,166.818,79.95,394524622848,38.67,2000263573504,
334,167.319,63.92,394558177280,38.68,2000263573504,
335,167.819,79.86,394600120320,38.68,2000263573504,
336,168.320,79.92,394642063360,38.69,2000263573504,
337,168.820,63.94,394675617792,38.69,2000263573504,
338,169.321,79.92,394717560832,38.69,2000263573504,
339,169.821,79.93,394759503872,38.70,2000263573504,
340,170.322,63.92,394793058304,38.70,2000263573504,
341,170.823,79.87,394835001344,38.70,2000263573504,
342,171.325,79.64,394876944384,38.71,2000263573504,
343,171.825,63.96,394910498816,38.71,2000263573504,
344,172.326,79.93,394952441856,38.72,2000263573504,
345,172.827,79.89,394994384896,38.72,2000263573504,
346,173.328,63.87,395027939328,38.72,2000263573504,
347,173.828,79.91,395069882368,38.73,2000263573504,
348,174.329,63.94,395103436800,38.73,2000263573504,
349,174.829,79.90,395145379840,38.73,2000263573504,
350,175.332,63.61,395178934272,38.74,2000263573504,
351,175.833,79.87,395220877312,38.74,2000263573504,
352,176.334,79.90,395262820352,38.75,2000263573504,
353,176.834,79.89,395304763392,38.75,2000263573504,
354,177.335,79.91,395346706432,38.75,2000263573504,
355,177.836,63.87,395380260864,38.76,2000263573504,
356,178.337,79.92,395422203904,38.76,2000263573504,
357,178.837,79.86,395464146944,38.77,2000263573504,
358,179.338,63.97,395497701376,38.77,2000263573504,
359,179.838,79.89,395539644416,38.77,2000263573504,
360,180.339,79.89,395581587456,38.78,2000263573504,
361,180.840,63.90,395615141888,38.78,2000263573504,
362,181.341,79.88,395657084928,38.78,2000263573504,
363,181.841,79.91,395699027968,38.79,2000263573504,
364,182.342,63.93,395732582400,38.79,2000263573504,
365,182.842,63.94,395766136832,38.80,2000263573504,
366,183.343,79.93,395808079872,38.80,2000263573504,
367,183.843,79.93,395850022912,38.80,2000263573504,
368,184.343,223.83,395967463424,38.82,2000263573504,
369,184.844,271.68,396110069760,38.83,2000263573504,
370,185.344,255.78,396244287488,38.84,2000263573504,
371,185.845,271.59,396386893824,38.86,2000263573504,
372,186.346,255.64,396521111552,38.87,2000263573504,
373,186.847,271.65,396663717888,38.88,2000263573504,
374,187.347,239.82,396789547008,38.90,2000263573504,
375,187.848,207.71,396898598912,38.91,2000263573504,
376,188.348,175.87,396990873600,38.92,2000263573504,
377,188.849,175.78,397083148288,38.92,2000263573504,
378,189.350,175.57,397175422976,38.93,2000263573504,
379,189.853,174.99,397267697664,38.94,2000263573504,
380,190.354,175.43,397359972352,38.95,2000263573504,
381,190.855,175.71,397452247040,38.96,2000263573504,
382,191.361,173.96,397544521728,38.97,2000263573504,
383,191.870,188.62,397645185024,38.98,2000263573504,
384,192.371,159.67,397729071104,38.99,2000263573504,
385,192.872,175.75,397821345792,39.00,2000263573504,
386,193.372,191.87,397922009088,39.01,2000263573504,
387,193.874,159.46,398005895168,39.02,2000263573504,
388,194.375,191.72,398106558464,39.02,2000263573504,
389,194.875,223.79,398223998976,39.04,2000263573504,
390,195.375,271.78,398366605312,39.05,2000263573504,
391,195.878,286.56,398517600256,39.07,2000263573504,
392,196.379,271.55,398660206592,39.08,2000263573504,
393,196.879,271.64,398802812928,39.09,2000263573504,
394,197.380,287.67,398953807872,39.11,2000263573504,
395,197.881,255.69,399088025600,39.12,2000263573504,
396,198.381,223.70,399205466112,39.13,2000263573504,
397,198.882,191.80,399306129408,39.14,2000263573504,
398,199.384,159.28,399390015488,39.15,2000263573504,
399,199.885,191.73,399490678784,39.16,2000263573504,
400,200.386,159.75,399574564864,39.17,2000263573504,
401,200.886,191.69,399675228160,39.18,2000263573504,
402,201.387,175.84,399767502848,39.19,2000263573504,
403,201.887,175.87,399859777536,39.20,2000263573504,
404,202.388,175.78,399952052224,39.21,2000263573504,
405,202.888,175.85,400044326912,39.21,2000263573504,
406,203.389,175.83,400136601600,39.22,2000263573504,
407,203.889,191.79,400237264896,39.23,2000263573504,
408,204.390,175.82,400329539584,39.24,2000263573504,
409,204.890,191.76,400430202880,39.25,2000263573504,
410,205.392,223.38,400547643392,39.26,2000263573504,
411,205.893,367.27,400740581376,39.28,2000263573504,
412,206.393,351.80,400925130752,39.30,2000263573504,
413,206.894,367.59,401118068736,39.32,2000263573504,
414,207.394,367.60,401311006720,39.34,2000263573504,
415,207.895,367.62,401503944704,39.36,2000263573504,
416,208.395,351.56,401688494080,39.38,2000263573504,
417,208.896,351.57,401873043456,39.39,2000263573504,
418,209.397,271.65,402015649792,39.41,2000263573504,
419,209.898,271.11,402158256128,39.42,2000263573504,
420,210.399,255.44,402292473856,39.44,2000263573504,
421,210.900,239.64,402418302976,39.45,2000263573504,
422,211.401,271.63,402560909312,39.46,2000263573504,
423,211.901,239.67,402686738432,39.47,2000263573504,
424,212.404,286.51,402837733376,39.49,2000263573504,
425,212.905,239.61,402963562496,39.50,2000263573504,
426,213.405,271.68,403106168832,39.52,2000263573504,
427,213.906,255.74,403240386560,39.53,2000263573504,
428,214.407,271.65,403382992896,39.54,2000263573504,
429,214.910,270.39,403525599232,39.56,2000263573504,
430,215.411,239.20,403651428352,39.57,2000263573504,
431,215.913,302.90,403810811904,39.58,2000263573504,
432,216.414,303.44,403970195456,39.60,2000263573504,
433,216.915,367.13,404163133440,39.62,2000263573504,
434,217.417,350.50,404347682816,39.64,2000263573504,
435,217.919,366.65,404540620800,39.66,2000263573504,
436,218.420,367.65,404733558784,39.67,2000263573504,
437,218.921,366.93,404926496768,39.69,2000263573504,
438,219.423,350.96,405111046144,39.71,2000263573504,
439,219.923,367.42,405303984128,39.73,2000263573504,
440,220.424,271.65,405446590464,39.74,2000263573504,
441,220.925,271.27,405589196800,39.76,2000263573504,
442,221.426,239.67,405715025920,39.77,2000263573504,
443,221.927,239.48,405840855040,39.78,2000263573504,
444,222.428,287.59,405991849984,39.80,2000263573504,
445,222.929,271.59,406134456320,39.81,2000263573504,
446,223.429,239.68,406260285440,39.82,2000263573504,
447,223.930,271.74,406402891776,39.84,2000263573504,
448,224.430,271.77,406545498112,39.85,2000263573504,
449,224.930,271.80,406688104448,39.87,2000263573504,
450,225.431,255.66,406822322176,39.88,2000263573504,
451,225.932,271.59,406964928512,39.89,2000263573504,
452,226.434,254.95,407099146240,39.91,2000263573504,
453,226.935,287.64,407250141184,39.92,2000263573504,
454,227.436,302.85,407409524736,39.94,2000263573504,
455,227.937,367.57,407602462720,39.96,2000263573504,
456,228.438,351.60,407787012096,39.97,2000263573504,
457,228.939,367.00,407979950080,39.99,2000263573504,
458,229.440,335.57,408156110848,40.01,2000263573504,
459,229.941,367.05,408349048832,40.03,2000263573504,
460,230.442,383.53,408550375424,40.05,2000263573504,
461,230.942,335.82,408726536192,40.07,2000263573504,
462,231.443,271.53,408869142528,40.08,2000263573504,
463,231.943,271.56,409011748864,40.09,2000263573504,
464,232.444,239.76,409137577984,40.11,2000263573504,
465,232.946,254.99,409271795712,40.12,2000263573504,
466,233.449,270.14,409414402048,40.13,2000263573504,
467,233.950,287.55,409565396992,40.15,2000263573504,
468,234.451,271.52,409708003328,40.16,2000263573504,
469,234.952,303.53,409867386880,40.18,2000263573504,
470,235.453,271.63,410009993216,40.19,2000263573504,
471,235.953,287.71,410160988160,40.21,2000263573504,
472,236.454,287.57,410311983104,40.22,2000263573504,
473,236.955,239.54,410437812224,40.23,2000263573504,
474,237.457,270.69,410580418560,40.25,2000263573504,
475,237.961,285.74,410731413504,40.26,2000263573504,
476,238.461,287.82,410882408448,40.28,2000263573504,
477,238.962,239.80,411008237568,40.29,2000263573504,
478,239.462,303.83,411167621120,40.31,2000263573504,
479,239.963,271.46,411310227456,40.32,2000263573504,
480,240.464,271.58,411452833792,40.33,2000263573504,
481,240.965,303.64,411612217344,40.35,2000263573504,
482,241.465,271.63,411754823680,40.36,2000263573504,
483,241.966,239.84,411880652800,40.38,2000263573504,
484,242.467,191.51,411981316096,40.39,2000263573504,
485,242.969,191.05,412081979392,40.39,2000263573504,
486,243.471,159.54,412165865472,40.40,2000263573504,
487,243.971,175.75,412258140160,40.41,2000263573504,
488,244.475,174.84,412350414848,40.42,2000263573504,
489,244.976,191.70,412451078144,40.43,2000263573504,
490,245.477,175.40,412543352832,40.44,2000263573504,
491,245.978,207.69,412652404736,40.45,2000263573504,
492,246.478,191.86,412753068032,40.46,2000263573504,
493,246.979,175.74,412845342720,40.47,2000263573504,
494,247.480,191.74,412946006016,40.48,2000263573504,
495,247.980,175.79,413038280704,40.49,2000263573504,
496,248.481,191.88,413138944000,40.50,2000263573504,
497,248.981,175.83,413231218688,40.51,2000263573504,
498,249.482,191.82,413331881984,40.52,2000263573504,
499,249.983,191.49,413432545280,40.53,2000263573504,
500,250.484,175.77,413524819968,40.54,2000263573504,
501,250.984,207.71,413633871872,40.55,2000263573504,
502,251.485,191.66,413734535168,40.56,2000263573504,
503,251.986,175.66,413826809856,40.57,2000263573504,
504,252.489,206.72,413935861760,40.58,2000263573504,
505,252.990,95.85,413986193408,40.58,2000263573504,
506,253.491,79.85,414028136448,40.59,2000263573504,
507,253.992,95.88,414078468096,40.59,2000263573504,
508,254.492,95.88,414128799744,40.60,2000263573504,
509,254.993,79.93,414170742784,40.60,2000263573504,
510,255.494,95.83,414221074432,40.60,2000263573504,
511,255.994,95.87,414271406080,40.61,2000263573504,
512,256.498,79.43,414313349120,40.61,2000263573504,
513,256.999,95.85,414363680768,40.62,2000263573504,
514,257.499,95.87,414414012416,40.62,2000263573504,
515,258.000,95.89,414464344064,40.63,2000263573504,
516,258.500,79.92,414506287104,40.63,2000263573504,
517,259.001,95.93,414556618752,40.64,2000263573504,
518,259.502,111.82,414615339008,40.64,2000263573504,
519,260.003,207.52,414724390912,40.65,2000263573504,
520,260.503,287.68,414875385856,40.67,2000263573504,
521,261.004,271.66,415017992192,40.68,2000263573504,
522,261.505,271.60,415160598528,40.70,2000263573504,
523,262.005,303.57,415319982080,40.71,2000263573504,
524,262.507,271.32,415462588416,40.73,2000263573504,
525,263.008,303.20,415621971968,40.74,2000263573504,
526,263.509,175.70,415714246656,40.75,2000263573504,
527,264.010,207.67,415823298560,40.76,2000263573504,
