Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
59,30.062,3134.59,99513008128,13.82,2000263573504,
60,30.563,3212.49,101198069760,14.05,2000263573504,
61,31.063,3154.13,102853771264,14.28,2000263573504,
62,31.565,3204.80,104540930048,14.52,2000263573504,
63,32.066,3180.85,106210263040,14.75,2000263573504,
64,32.566,3309.63,107947753472,14.99,2000263573504,
65,33.067,3413.26,109739769856,15.24,2000263573504,
66,33.568,3223.24,111432171520,15.47,2000263573504,
67,34.069,3201.19,113113038848,15.71,2000263573504,
68,34.569,3437.18,114917638144,15.96,2000263573504,
69,35.070,3280.24,116638351360,16.20,2000263573504,
70,35.570,3269.06,118353821696,16.44,2000263573504,
71,36.071,3124.35,119993794560,16.66,2000263573504,
72,36.571,3392.60,121774276608,16.91,2000263573504,
73,37.072,3432.24,123575730176,17.16,2000263573504,
74,37.572,3103.93,125204168704,17.39,2000263573504,
75,38.072,3207.88,126887133184,17.62,2000263573504,
76,38.573,3386.28,128663420928,17.87,2000263573504,
77,39.074,3325.02,130410348544,18.11,2000263573504,
78,39.578,3222.75,132114284544,18.35,2000263573504,
79,40.078,3373.64,133884280832,18.59,2000263573504,
80,40.579,3161.80,135544176640,18.82,2000263573504,
81,41.079,3370.97,137313124352,19.07,2000263573504,
82,41.580,3324.06,139056906240,19.31,2000263573504,
83,42.080,3341.83,140810125312,19.55,2000263573504,
84,42.580,3174.64,142475264000,19.79,2000263573504,
85,43.081,3444.47,144284057600,20.04,2000263573504,
86,43.654,3603.73,146449367040,20.34,2000263573504,
87,44.156,3289.23,148179517440,20.58,2000263573504,
88,44.656,3533.65,150033399808,20.84,2000263573504,
89,45.156,3642.44,151944953856,21.10,2000263573504,
90,45.657,3486.57,153774718976,21.35,2000263573504,
91,46.157,3558.47,155642232832,21.61,2000263573504,
92,46.658,3553.00,157507649536,21.87,2000263573504,
93,47.159,3657.15,159427592192,22.14,2000263573504,
94,47.665,3596.86,161337049088,22.40,2000263573504,
95,48.168,3680.42,163277963264,22.67,2000263573504,
96,48.669,3588.18,165164351488,22.94,2000263573504,
97,49.170,3550.44,167027671040,23.20,2000263573504,
98,49.671,3484.75,168858484736,23.45,2000263573504,
99,50.172,3495.94,170694541312,23.70,2000263573504,
100,50.672,3614.75,172592463872,23.97,2000263573504,
101,51.173,3445.37,174400208896,24.22,2000263573504,
102,51.674,3317.15,176141893632,24.46,2000263573504,
103,52.174,3342.85,177896161280,24.70,2000263573504,
104,52.674,2991.26,179465879552,24.92,2000263573504,
105,53.175,3568.93,181338636288,25.18,2000263573504,
106,53.675,3412.45,183129604096,25.43,2000263573504,
107,54.176,3415.51,184921620480,25.68,2000263573504,
108,54.679,3326.74,186675888128,25.92,2000263573504,
109,55.179,3072.79,188288598016,26.15,2000263573504,
110,55.680,3339.57,190041817088,26.39,2000263573504,
111,56.180,3488.42,191872630784,26.65,2000263573504,
112,56.682,3320.53,193620606976,26.89,2000263573504,
113,57.183,3233.68,195317202944,27.12,2000263573504,
114,57.683,3465.08,197135433728,27.38,2000263573504,
115,58.184,3452.67,198947373056,27.63,2000263573504,
116,58.684,3299.03,200678572032,27.87,2000263573504,
117,59.184,3125.83,202318544896,28.10,2000263573504,
118,59.685,2806.05,203791794176,28.30,2000263573504,
119,60.186,3041.26,205387726848,28.52,2000263573504,
120,60.686,3340.26,207139897344,28.77,2000263573504,
121,61.186,2665.31,208538697728,28.96,2000263573504,
122,61.687,2784.20,210000412672,29.16,2000263573504,
123,62.188,3247.55,211705397248,29.40,2000263573504,
124,62.688,3435.47,213507899392,29.65,2000263573504,
125,63.188,3286.07,215231758336,29.89,2000263573504,
126,63.694,3184.13,216921014272,30.12,2000263573504,
127,64.198,3234.90,218630193152,30.36,2000263573504,
128,64.700,3244.36,220337274880,30.60,2000263573504,
129,65.201,3216.28,222025482240,30.83,2000263573504,
130,65.703,3145.07,223681183744,31.06,2000263573504,
131,66.203,3203.00,225363099648,31.30,2000263573504,
132,66.704,2993.12,226933866496,31.51,2000263573504,
133,67.204,3070.78,228545527808,31.74,2000263573504,
134,67.705,2796.27,230014582784,31.94,2000263573504,
135,68.206,2888.36,231531872256,32.15,2000263573504,
136,68.709,2873.44,233046016000,32.36,2000263573504,
137,69.210,2941.07,234590568448,32.58,2000263573504,
138,69.711,3407.03,236381536256,32.83,2000263573504,
139,70.211,3635.86,238288896000,33.09,2000263573504,
140,70.712,3488.50,240119709696,33.35,2000263573504,
141,71.213,3381.92,241895997440,33.59,2000263573504,
142,71.714,3371.32,243665993728,33.84,2000263573504,
143,72.214,3273.63,245383561216,34.08,2000263573504,
144,72.717,3354.21,247153557504,34.32,2000263573504,
145,73.218,3318.34,248895242240,34.56,2000263573504,
146,73.719,3379.64,250671529984,34.81,2000263573504,
147,74.219,1626.23,251525070848,34.93,2000263573504,
