Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
1,0.500,949.17,498073600,9.73
2,1.001,678.58,854589440,16.69
3,1.503,824.26,1287651328,25.15
4,2.003,879.34,1749024768,34.16
5,2.504,827.02,2183135232,42.64
6,3.004,867.66,2638217216,51.53
7,3.512,802.79,3066036224,59.89
8,4.012,875.09,3525312512,68.86
9,4.513,871.24,3982491648,77.79
10,5.013,879.80,4443865088,86.80
11,5.513,875.27,4903141376,95.77
