Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
37,18.533,1501.77,30785142784,3.35,2000263573504,
38,19.033,1569.58,31608274944,3.44,2000263573504,
39,19.533,1479.64,32384221184,3.52,2000263573504,
40,20.035,1389.19,33115078656,3.60,2000263573504,
41,20.536,1531.05,33920385024,3.69,2000263573504,
42,21.037,1517.02,34716254208,3.77,2000263573504,
43,21.537,1583.49,35547774976,3.86,2000263573504,
44,22.040,1508.70,36343644160,3.95,2000263573504,
45,22.542,1549.15,37158387712,4.04,2000263573504,
46,23.043,1613.19,38005637120,4.13,2000263573504,
47,23.544,1611.47,38852886528,4.22,2000263573504,
48,24.045,1626.69,39707475968,4.32,2000263573504,
49,24.545,1571.58,40531656704,4.41,2000263573504,
50,25.047,1609.24,41377857536,4.50,2000263573504,
51,25.549,1514.90,42174775296,4.58,2000263573504,
52,26.049,1605.65,43016781824,4.68,2000263573504,
53,26.549,1643.94,43878711296,4.77,2000263573504,
54,27.050,1608.81,44724912128,4.86,2000263573504,
55,27.551,1613.81,45572161536,4.95,2000263573504,
56,28.051,1487.64,46352302080,5.04,2000263573504,
57,28.552,1598.34,47191162880,5.13,2000263573504,
58,29.052,1487.16,47971303424,5.21,2000263573504,
59,29.553,1625.46,48825892864,5.31,2000263573504,
60,30.053,1563.62,49645879296,5.40,2000263573504,
61,30.556,1568.66,50472157184,5.49,2000263573504,
62,31.058,1606.26,51318358016,5.58,2000263573504,
63,31.558,1589.61,52151975936,5.67,2000263573504,
64,32.059,1576.16,52979302400,5.76,2000263573504,
65,32.562,1623.23,53834940416,5.85,2000263573504,
66,33.064,1544.46,54648635392,5.94,2000263573504,
67,33.564,1571.40,55472816128,6.03,2000263573504,
68,34.066,1557.94,56291753984,6.12,2000263573504,
69,34.566,1550.52,57105448960,6.21,2000263573504,
70,35.068,1547.77,57920192512,6.29,2000263573504,
71,35.569,1564.15,58742276096,6.38,2000263573504,
72,36.074,1506.44,59539193856,6.47,2000263573504,
73,36.580,1579.26,60377006080,6.56,2000263573504,
74,37.082,1578.73,61208526848,6.65,2000263573504,
75,37.585,1559.04,62030610432,6.74,2000263573504,
76,38.086,1583.68,62862131200,6.83,2000263573504,
77,38.588,1574.77,63691554816,6.92,2000263573504,
78,39.090,1609.03,64538804224,7.01,2000263573504,
79,39.590,1617.99,65387102208,7.11,2000263573504,
80,40.091,1529.80,66191360000,7.19,2000263573504,
81,40.592,1549.66,67005054976,7.28,2000263573504,
82,41.096,1604.31,67852304384,7.37,2000263573504,
83,41.599,1608.57,68700602368,7.47,2000263573504,
84,42.099,1595.98,69537366016,7.56,2000263573504,
85,42.600,1616.53,70386712576,7.65,2000263573504,
86,43.100,1567.08,71208796160,7.74,2000263573504,
87,43.603,1544.91,72023539712,7.83,2000263573504,
88,44.103,1543.81,72833040384,7.92,2000263573504,
89,44.606,1612.37,73683435520,8.01,2000263573504,
90,45.106,1597.19,74521247744,8.10,2000263573504,
91,45.609,1578.77,75352768512,8.19,2000263573504,
92,46.112,1623.75,76209455104,8.28,2000263573504,
93,46.615,1491.89,76995887104,8.37,2000263573504,
94,47.115,1599.15,77835796480,8.46,2000263573504,
95,47.615,1667.76,78710308864,8.55,2000263573504,
96,48.117,1654.36,79580626944,8.65,2000263573504,
97,48.619,1563.51,80402710528,8.74,2000263573504,
98,49.120,1626.88,81258348544,8.83,2000263573504,
99,49.624,1478.63,82039537664,8.92,2000263573504,
100,50.125,1577.39,82868961280,9.01,2000263573504,
101,50.626,1665.60,83742425088,9.10,2000263573504,
102,51.126,1601.94,84582334464,9.19,2000263573504,
103,51.627,1578.96,85411758080,9.28,2000263573504,
104,52.130,1665.27,86291513344,9.38,2000263573504,
105,52.631,1534.21,87096819712,9.47,2000263573504,
106,53.135,1632.17,87959797760,9.56,2000263573504,
107,53.635,1577.32,88787124224,9.65,2000263573504,
108,54.136,1645.21,89650102272,9.74,2000263573504,
109,54.636,1641.62,90510983168,9.84,2000263573504,
110,55.137,1630.02,91367669760,9.93,2000263573504,
111,55.637,1583.46,92198141952,10.02,2000263573504,
112,56.137,1611.05,93043294208,10.11,2000263573504,
113,56.638,1461.19,93809803264,10.20,2000263573504,
114,57.138,1484.34,94588895232,10.28,2000263573504,
115,57.642,1550.33,95407833088,10.37,2000263573504,
116,58.143,1602.91,96249839616,10.46,2000263573504,
117,58.646,1606.25,97097089024,10.55,2000263573504,
118,59.147,1627.83,97951678464,10.65,2000263573504,
119,59.651,1629.54,98812559360,10.74,2000263573504,
120,60.153,1622.70,99668197376,10.83,2000263573504,
121,60.654,1591.76,100502863872,10.92,2000263573504,
122,61.155,1569.24,101328093184,11.01,2000263573504,
123,61.658,1624.26,102184779776,11.11,2000263573504,
124,62.158,1551.39,102998474752,11.19,2000263573504,
125,62.659,1562.35,103818461184,11.28,2000263573504,
126,63.161,1613.61,104667807744,11.38,2000263573504,
127,63.662,1644.80,105531834368,11.47,2000263573504,
128,64.163,1640.27,106394812416,11.56,2000263573504,
129,64.664,1623.75,107246256128,11.66,2000263573504,
130,65.164,1561.75,108065193984,11.74,2000263573504,
131,65.664,1581.77,108895666176,11.83,2000263573504,
132,66.166,1644.08,109759692800,11.93,2000263573504,
133,66.666,1633.70,110616379392,12.02,2000263573504,
134,67.166,1593.98,111452094464,12.11,2000263573504,
135,67.667,1614.84,112301441024,12.21,2000263573504,
136,68.167,1607.78,113144496128,12.30,2000263573504,
137,68.667,1649.50,114009571328,12.39,2000263573504,
138,69.168,1538.08,114816974848,12.48,2000263573504,
139,69.670,1609.31,115664224256,12.57,2000263573504,
140,70.172,1531.10,116470579200,12.66,2000263573504,
141,70.673,1469.45,117241282560,12.74,2000263573504,
142,71.175,1577.43,118072803328,12.83,2000263573504,
143,71.675,1694.00,118960947200,12.93,2000263573504,
144,72.175,1541.63,119769399296,13.02,2000263573504,
145,72.677,1652.37,120637620224,13.11,2000263573504,
146,73.177,1471.70,121409372160,13.19,2000263573504,
147,73.678,1530.74,122214678528,13.28,2000263573504,
148,74.180,1625.63,123070316544,13.38,2000263573504,
149,74.684,1650.78,123941683200,13.47,2000263573504,
150,75.187,1590.69,124780544000,13.56,2000263573504,
151,75.688,1626.79,125636182016,13.65,2000263573504,
152,76.190,1626.05,126491820032,13.75,2000263573504,
153,76.692,1622.92,127346409472,13.84,2000263573504,
154,77.192,1519.41,128143327232,13.93,2000263573504,
155,77.693,1647.62,129007353856,14.02,2000263573504,
