Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
144,72.194,2560.30,232781774848,22.82,2000263573504,
145,72.695,2520.20,234107174912,22.95,2000263573504,
146,73.196,2587.30,235466129408,23.08,2000263573504,
147,73.723,2183.69,236671991808,23.20,2000263573504,
148,74.459,43.46,236705546240,23.20,2000263573504,
149,74.959,39.96,236726517760,23.21,2000263573504,
150,75.459,38.00,236746440704,23.21,2000263573504,
151,75.960,37.99,236766363648,23.21,2000263573504,
152,76.793,26.41,236789432320,23.21,2000263573504,
153,77.293,49.96,236815646720,23.21,2000263573504,
154,78.144,27.03,236839763968,23.22,2000263573504,
155,78.644,43.97,236862832640,23.22,2000263573504,
156,79.144,37.99,236882755584,23.22,2000263573504,
157,79.962,28.14,236906872832,23.22,2000263573504,
158,80.462,43.96,236929941504,23.23,2000263573504,
159,81.284,31.63,236957204480,23.23,2000263573504,
160,81.784,43.98,236980273152,23.23,2000263573504,
161,82.285,43.98,237003341824,23.23,2000263573504,
162,83.063,28.27,237026410496,23.23,2000263573504,
163,83.563,37.96,237046333440,23.24,2000263573504,
164,84.064,45.95,237070450688,23.24,2000263573504,
165,84.797,30.03,237093519360,23.24,2000263573504,
166,85.297,47.99,237118685184,23.24,2000263573504,
167,85.971,35.58,237143851008,23.25,2000263573504,
168,86.472,43.96,237166919680,23.25,2000263573504,
169,87.153,38.16,237194182656,23.25,2000263573504,
170,87.654,43.96,237217251328,23.25,2000263573504,
171,88.345,37.58,237244514304,23.26,2000263573504,
172,88.846,35.97,237263388672,23.26,2000263573504,
173,89.346,37.98,237283311616,23.26,2000263573504,
174,90.086,36.49,237311623168,23.26,2000263573504,
175,90.586,35.97,237330497536,23.26,2000263573504,
176,91.088,37.88,237350420480,23.27,2000263573504,
177,91.809,36.06,237377683456,23.27,2000263573504,
178,92.309,43.99,237400752128,23.27,2000263573504,
179,92.809,39.97,237421723648,23.27,2000263573504,
180,93.535,30.31,237444792320,23.28,2000263573504,
181,94.036,37.97,237464715264,23.28,2000263573504,
182,94.536,45.99,237488832512,23.28,2000263573504,
183,95.258,30.46,237511901184,23.28,2000263573504,
184,95.760,43.82,237534969856,23.28,2000263573504,
185,96.511,34.63,237562232832,23.29,2000263573504,
186,97.011,43.99,237585301504,23.29,2000263573504,
187,97.720,36.68,237612564480,23.29,2000263573504,
188,98.220,51.96,237639827456,23.29,2000263573504,
189,98.839,35.53,237662896128,23.30,2000263573504,
190,99.340,51.96,237690159104,23.30,2000263573504,
191,100.072,30.06,237713227776,23.30,2000263573504,
192,100.572,41.97,237735247872,23.30,2000263573504,
193,101.259,39.28,237763559424,23.31,2000263573504,
194,101.804,80.83,237809696768,23.31,2000263573504,
195,102.322,92.64,237860028416,23.32,2000263573504,
196,102.822,111.96,237918748672,23.32,2000263573504,
197,103.322,101.97,237972226048,23.33,2000263573504,
198,103.823,91.90,238020460544,23.33,2000263573504,
199,104.323,93.98,238069743616,23.34,2000263573504,
200,104.823,103.91,238124269568,23.34,2000263573504,
201,105.323,101.94,238177746944,23.35,2000263573504,
202,105.825,85.80,238222835712,23.35,2000263573504,
203,106.325,89.95,238270021632,23.36,2000263573504,
204,106.855,88.70,238319304704,23.36,2000263573504,
205,107.359,83.25,238363344896,23.37,2000263573504,
206,107.859,125.96,238429405184,23.37,2000263573504,
207,108.473,89.67,238487076864,23.38,2000263573504,
208,108.973,111.98,238545797120,23.38,2000263573504,
209,109.603,80.98,238599274496,23.39,2000263573504,
210,110.103,107.95,238655897600,23.39,2000263573504,
211,110.626,89.87,238705180672,23.40,2000263573504,
212,111.164,91.04,238756560896,23.40,2000263573504,
213,111.676,80.03,238799552512,23.41,2000263573504,
214,112.291,89.54,238857224192,23.41,2000263573504,
215,112.848,44.84,238883438592,23.42,2000263573504,
216,113.435,54.51,238916993024,23.42,2000263573504,
217,113.990,70.31,238957887488,23.42,2000263573504,
218,114.573,54.93,238991441920,23.43,2000263573504,
219,115.118,58.69,239024996352,23.43,2000263573504,
220,115.661,46.03,239051210752,23.43,2000263573504,
221,116.241,67.27,239092105216,23.44,2000263573504,
222,116.774,59.98,239125659648,23.44,2000263573504,
223,117.335,57.11,239159214080,23.44,2000263573504,
224,117.875,46.25,239185428480,23.45,2000263573504,
225,118.448,68.13,239226322944,23.45,2000263573504,
226,118.979,60.26,239259877376,23.45,2000263573504,
227,119.557,53.61,239292383232,23.46,2000263573504,
228,120.091,59.86,239325937664,23.46,2000263573504,
229,120.620,60.57,239359492096,23.46,2000263573504,
230,121.186,54.79,239391997952,23.47,2000263573504,
231,121.757,54.20,239424503808,23.47,2000263573504,
232,122.342,54.78,239458058240,23.47,2000263573504,
233,122.842,37.99,239477981184,23.48,2000263573504,
234,123.417,22.59,239491612672,23.48,2000263573504,
235,124.075,24.32,239508389888,23.48,2000263573504,
236,124.761,23.33,239525167104,23.48,2000263573504,
237,125.378,25.95,239541944320,23.48,2000263573504,
238,126.079,22.80,239558721536,23.48,2000263573504,
239,126.775,23.00,239575498752,23.48,2000263573504,
240,127.463,23.25,239592275968,23.49,2000263573504,
241,128.089,25.58,239609053184,23.49,2000263573504,
242,128.797,22.58,239625830400,23.49,2000263573504,
243,129.491,23.06,239642607616,23.49,2000263573504,
244,130.197,22.66,239659384832,23.49,2000263573504,
245,130.890,23.10,239676162048,23.49,2000263573504,
246,131.588,22.92,239692939264,23.50,2000263573504,
247,132.289,22.83,239709716480,23.50,2000263573504,
248,132.893,26.49,239726493696,23.50,2000263573504,
249,133.586,23.07,239743270912,23.50,2000263573504,
250,134.294,22.60,239760048128,23.50,2000263573504,
251,134.998,22.73,239776825344,23.50,2000263573504,
252,135.620,25.74,239793602560,23.51,2000263573504,
253,136.289,23.93,239810379776,23.51,2000263573504,
254,136.981,23.10,239827156992,23.51,2000263573504,
255,137.591,26.23,239843934208,23.51,2000263573504,
256,138.287,22.99,239860711424,23.51,2000263573504,
257,138.982,23.02,239877488640,23.51,2000263573504,
258,139.663,23.50,239894265856,23.52,2000263573504,
259,140.271,26.30,239911043072,23.52,2000263573504,
260,140.952,23.50,239927820288,23.52,2000263573504,
261,141.512,85.80,239978151936,23.52,2000263573504,
262,142.014,109.53,240035823616,23.53,2000263573504,
263,142.514,97.91,240087203840,23.53,2000263573504,
264,143.045,107.31,240146972672,23.54,2000263573504,
265,143.546,103.91,240201498624,23.55,2000263573504,
266,144.099,104.92,240262316032,23.55,2000263573504,
267,144.599,111.89,240321036288,23.56,2000263573504,
268,145.099,93.94,240370319360,23.56,2000263573504,
269,145.600,71.95,240408068096,23.57,2000263573504,
270,146.194,67.26,240450011136,23.57,2000263573504,
271,146.695,71.97,240487759872,23.57,2000263573504,
272,147.276,67.06,240528654336,23.58,2000263573504,
273,147.776,75.99,240568500224,23.58,2000263573504,
274,148.403,68.62,240613588992,23.59,2000263573504,
275,148.903,83.91,240657629184,23.59,2000263573504,
276,149.485,65.37,240697475072,23.59,2000263573504,
277,149.985,77.96,240738369536,23.60,2000263573504,
278,150.631,63.49,240781361152,23.60,2000263573504,
279,151.264,83.75,240836935680,23.61,2000263573504,
280,151.809,117.37,240904044544,23.61,2000263573504,
281,152.309,193.85,241005756416,23.62,2000263573504,
282,152.809,167.96,241093836800,23.63,2000263573504,
283,153.309,181.96,241189257216,23.64,2000263573504,
284,153.814,188.45,241288871936,23.65,2000263573504,
285,154.314,197.87,241392680960,23.66,2000263573504,
286,154.814,193.83,241494392832,23.67,2000263573504,
287,155.360,170.42,241591910400,23.68,2000263573504,
288,155.908,140.52,241672650752,23.69,2000263573504,
289,156.482,144.63,241759682560,23.70,2000263573504,
290,156.990,145.75,241837277184,23.71,2000263573504,
291,157.534,150.63,241923260416,23.71,2000263573504,
292,158.096,142.45,242007146496,23.72,2000263573504,
293,158.614,156.12,242092081152,23.73,2000263573504,
294,159.115,147.89,242169675776,23.74,2000263573504,
295,159.619,144.74,242246221824,23.75,2000263573504,
296,160.129,156.97,242330107904,23.75,2000263573504,
297,160.629,139.93,242403508224,23.76,2000263573504,
298,161.179,130.96,242479005696,23.77,2000263573504,
299,161.705,155.73,242564988928,23.78,2000263573504,
300,162.252,135.44,242642583552,23.79,2000263573504,
301,162.752,271.86,242785189888,23.80,2000263573504,
302,163.274,300.70,242949816320,23.82,2000263573504,
303,163.807,301.83,243118637056,23.83,2000263573504,
304,164.309,332.68,243293749248,23.85,2000263573504,
305,164.858,306.24,243469910016,23.87,2000263573504,
306,165.358,331.84,243643973632,23.88,2000263573504,
307,165.898,314.75,243822231552,23.90,2000263573504,
308,166.416,305.02,243987906560,23.92,2000263573504,
309,166.917,301.91,244146241536,23.93,2000263573504,
310,167.446,292.87,244308770816,23.95,2000263573504,
311,167.966,278.67,244460814336,23.96,2000263573504,
312,168.466,291.78,244613906432,23.98,2000263573504,
313,168.989,290.97,244773289984,23.99,2000263573504,
314,169.499,291.87,244929527808,24.01,2000263573504,
315,169.999,305.99,245089959936,24.03,2000263573504,
316,170.499,285.98,245239906304,24.04,2000263573504,
317,171.012,296.77,245399289856,24.06,2000263573504,
318,171.515,287.89,245551333376,24.07,2000263573504,
319,172.015,297.90,245707571200,24.09,2000263573504,
320,172.530,301.26,245870100480,24.10,2000263573504,
321,173.078,249.75,246013755392,24.12,2000263573504,
322,173.579,307.68,246175236096,24.13,2000263573504,
323,174.080,377.59,246373416960,24.15,2000263573504,
324,174.580,553.15,246663872512,24.18,2000263573504,
325,175.101,511.05,246942793728,24.21,2000263573504,
326,175.601,559.73,247236395008,24.24,2000263573504,
327,176.149,505.27,247526850560,24.26,2000263573504,
328,176.651,566.48,247824646144,24.29,2000263573504,
329,177.151,559.29,248118247424,24.32,2000263573504,
330,177.655,537.86,248402411520,24.35,2000263573504,
331,178.158,508.57,248670846976,24.38,2000263573504,
332,178.673,529.04,248956059648,24.40,2000263573504,
333,179.174,542.97,249241272320,24.43,2000263573504,
334,179.690,496.03,249509707776,24.46,2000263573504,
335,180.190,529.71,249787580416,24.49,2000263573504,
336,180.731,484.19,250062307328,24.51,2000263573504,
337,181.236,542.61,250349617152,24.54,2000263573504,
338,181.736,559.52,250643218432,24.57,2000263573504,
339,182.288,503.70,250934722560,24.60,2000263573504,
340,182.789,519.82,251207352320,24.62,2000263573504,
341,183.296,524.02,251486273536,24.65,2000263573504,
342,183.796,525.89,251762049024,24.68,2000263573504,
343,184.297,526.74,252038873088,24.71,2000263573504,
344,184.797,555.95,252330377216,24.74,2000263573504,
345,185.305,498.95,252595666944,24.76,2000263573504,
346,185.805,529.45,252873539584,24.79,2000263573504,
347,186.337,494.34,253149315072,24.82,2000263573504,
348,186.837,531.77,253428236288,24.84,2000263573504,
349,187.348,515.22,253704011776,24.87,2000263573504,
350,187.853,536.22,253988175872,24.90,2000263573504,
351,188.362,506.84,254258708480,24.92,2000263573504,
352,188.882,523.04,254543921152,24.95,2000263573504,
353,189.384,509.74,254812356608,24.98,2000263573504,
354,189.922,501.97,255095472128,25.01,2000263573504,
355,190.423,517.53,255367053312,25.03,2000263573504,
356,190.953,509.60,255650168832,25.06,2000263573504,
357,191.454,510.85,255918604288,25.09,2000263573504,
358,191.954,483.60,256172359680,25.11,2000263573504,
359,192.461,501.20,256438697984,25.14,2000263573504,
360,192.976,465.77,256690356224,25.16,2000263573504,
361,193.486,495.99,256955645952,25.19,2000263573504,
362,193.987,472.91,257204158464,25.21,2000263573504,
363,194.488,571.60,257504051200,25.24,2000263573504,
364,194.988,473.64,257752563712,25.27,2000263573504,
365,195.489,519.24,258025193472,25.29,2000263573504,
366,196.040,444.82,258282094592,25.32,2000263573504,
367,196.540,521.77,258555772928,25.35,2000263573504,
368,197.085,493.25,258837839872,25.37,2000263573504,
369,197.591,507.83,259107323904,25.40,2000263573504,
370,198.094,469.93,259354787840,25.42,2000263573504,
371,198.594,517.50,259626369024,25.45,2000263573504,
372,199.094,481.56,259879075840,25.47,2000263573504,
373,199.595,525.85,260154851328,25.50,2000263573504,
374,200.095,465.99,260399169536,25.53,2000263573504,
375,200.595,485.77,260653973504,25.55,2000263573504,
376,201.096,457.20,260894097408,25.57,2000263573504,
377,201.596,465.67,261138415616,25.60,2000263573504,
378,202.141,429.09,261383782400,25.62,2000263573504,
379,202.642,457.73,261623906304,25.65,2000263573504,
380,203.152,468.46,261874515968,25.67,2000263573504,
381,203.653,451.21,262111494144,25.69,2000263573504,
382,204.157,472.30,262361055232,25.72,2000263573504,
383,204.657,487.84,262616907776,25.74,2000263573504,
384,205.201,402.83,262846545920,25.77,2000263573504,
385,205.703,412.25,263063601152,25.79,2000263573504,
386,206.204,464.90,263307919360,25.81,2000263573504,
387,206.744,431.71,263552237568,25.84,2000263573504,
388,207.277,438.56,263797604352,25.86,2000263573504,
389,207.831,444.17,264055554048,25.88,2000263573504,
390,208.372,440.01,264305115136,25.91,2000263573504,
391,208.874,480.42,264557821952,25.93,2000263573504,
392,209.401,426.45,264793751552,25.96,2000263573504,
393,209.944,441.92,265045409792,25.98,2000263573504,
394,210.489,433.51,265292873728,26.01,2000263573504,
395,211.027,452.97,265548726272,26.03,2000263573504,
396,211.532,435.60,265779412992,26.05,2000263573504,
397,212.032,473.91,266027925504,26.08,2000263573504,
398,212.573,327.20,266213523456,26.10,2000263573504,
399,213.111,368.50,266421141504,26.12,2000263573504,
400,213.611,363.83,266611982336,26.13,2000263573504,
401,214.129,327.89,266790240256,26.15,2000263573504,
402,214.630,363.19,266981081088,26.17,2000263573504,
403,215.140,332.02,267158290432,26.19,2000263573504,
404,215.640,361.85,267348082688,26.21,2000263573504,
405,216.141,322.90,267517952000,26.22,2000263573504,
406,216.668,321.10,267695161344,26.24,2000263573504,
407,217.198,299.90,267861884928,26.26,2000263573504,
408,217.698,341.87,268041191424,26.28,2000263573504,
409,218.250,302.41,268216303616,26.29,2000263573504,
