Sample,Elapsed (s),Write Speed (MB/s),Bytes Written,Capacity %,Drive Total Bytes,Notes
91,46.317,4364.74,200379727872,26.36,2000263573504,
92,46.819,4271.92,202631020544,26.66,2000263573504,
93,47.320,4349.52,204912721920,26.96,2000263573504,
94,47.820,4378.61,207210151936,27.26,2000263573504,
95,48.321,4436.95,209539039232,27.57,2000263573504,
96,48.821,4245.99,211767263232,27.86,2000263573504,
97,49.322,4226.69,213986050048,28.15,2000263573504,
98,49.822,4292.96,216238391296,28.45,2000263573504,
99,50.322,4136.26,218407895040,28.73,2000263573504,
100,50.823,4276.40,220651847680,29.03,2000263573504,
101,51.323,4279.25,222896848896,29.32,2000263573504,
102,51.824,4169.90,225089421312,29.61,2000263573504,
103,52.326,4282.71,227343859712,29.91,2000263573504,
104,52.828,4409.20,229662261248,30.21,2000263573504,
105,53.328,4342.04,231939768320,30.51,2000263573504,
106,53.829,4044.34,234064183296,30.79,2000263573504,
107,54.333,4306.59,236338544640,31.09,2000263573504,
108,54.833,3963.10,238417870848,31.37,2000263573504,
109,55.334,4296.20,240673357824,31.66,2000263573504,
110,55.835,4317.76,242941427712,31.96,2000263573504,
111,56.336,4456.47,245282897920,32.27,2000263573504,
112,56.836,4381.88,247582425088,32.57,2000263573504,
113,57.337,4292.23,249836863488,32.87,2000263573504,
114,57.838,4413.87,252154216448,33.17,2000263573504,
115,58.338,4406.90,254467375104,33.48,2000263573504,
116,58.839,4458.31,256807796736,33.79,2000263573504,
117,59.340,4301.00,259065380864,34.08,2000263573504,
118,59.841,4271.34,261310382080,34.38,2000263573504,
119,60.342,4531.58,263689601024,34.69,2000263573504,
120,60.843,4359.00,265982836736,34.99,2000263573504,
121,61.346,4127.61,268159680512,35.28,2000263573504,
122,61.847,4280.34,270406778880,35.58,2000263573504,
123,62.347,4341.95,272684285952,35.87,2000263573504,
124,62.848,4014.72,274790875136,36.15,2000263573504,
125,63.348,4384.58,277092499456,36.45,2000263573504,
126,63.849,4330.28,279364763648,36.75,2000263573504,
127,64.349,4393.25,281670582272,37.06,2000263573504,
128,64.850,4363.86,283961720832,37.36,2000263573504,
129,65.351,4295.68,286217207808,37.66,2000263573504,
130,65.851,4294.76,288470597632,37.95,2000263573504,
131,66.351,4178.08,290662121472,38.24,2000263573504,
132,66.852,1506.55,291452747776,38.34,2000263573504,
